Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Biografia_Resumen_x,Listeners_LastFM_x,Playcount_LastFM_x,Artistas_Similares,Biografia_Resumen_y,Playcount_LastFM_y,Listeners_LastFM_y
Rudimental,funk (Origen: funky),Canción,These Days,2024,6GatKfWYifDuwf9YTQLgBb,487srQQmjf2wD1YR14XFRH,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,3NkzOhEBXNAtSCz63aZIq2,56VBln04InE1UD9CL4iZFi,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,5GS8dP0tMH6qXWFlI83Djt,2uVhz34xR9Sex0yoP5wwsJ,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,79d0Hgi0yMClmcucvJiwsn,6fRnLFKxSjox5r6YuqA9nS,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,4Hrikn5ntDDhhGASw1zW36,7zZjo73u7A7ST6OpeXhGoI,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Nowhere,2024,32T87d5KdLVvgKSgtwaxek,6gHuOm6quFu6mjy2GkAttW,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,0cXdLqbsDrQPcxkWeAef5T,1PNoqqDsKZdl5WC8Ji3sls,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,6Maa50FKxR3typJCc6ipYR,4XoB8wo6oTqHQ8sQJWXxMk,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,7cz2TZwfC6NWpSBHnt4EsX,0lFXuuorUS8x8AfMBifNVE,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,1x52mUgCHWbSBOwm2lgcZE,2Q3rdpUf2eohnFJXupQlkZ,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,05yTcRuzJUF6xqt3tGZOFJ,3M4QKM03e2Wzr8ZDl0ZC19,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,2OJkrZeFf2pKypRH3NKRmJ,0YPh6AIiktPW6HNCGnwpxj,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,5eAkNCcNFQEFA0j1YHdB2p,48nTE6qegaiMhKAeQENpyY,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,27BKTjMN77P2mxs97Hxbjm,1AFv50p54D4eQXOwKqaWLQ,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,1JVNL7EZdi3ehvhqxYATjF,4K7ybAKbfsy0Rd5LW4WWsR,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Dust Clears - Jack Savidge Remix,2024,71pcquWWWSDJpOdHGM3hLs,1yXIDdOlGi3o5iqwjcpTq9,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Rudimental,funk (Origen: funky),Canción,These Days,2024,1cRoLeH8CYAEfprhFncHnu,1fBRUoHOjomfRwo6XyBC3N,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,2oie4wgu0duSVUxFmxtGEB,1FYQNBN3ZdXWwhovnfrGaM,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Rudimental,funk (Origen: funky),Canción,These Days,2024,3utVmymAh61LWVIMN69kqv,30qJwZke3zR3SUTmHOG5to,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,67l3QoLtgmVKVuLZXC6Khz,5LcmzmhBhOUNsOp8ePx92W,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,7uaWsA46Df7MFFj1TmpdKa,6nUFRERfd2TstCKY6Ub6nH,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,4vnFbSsOYpdQETivBYVbUX,0rsNNpzcb4IZHe8Uf8zFR6,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,1FoHZpi0YKbibpX0j4bvLT,6nmoT8HjHlFfyV8HBPWqRo,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,2x9EB1hebBYibI334Wl9zE,2fubAFYpOfVXSUZTOtwG0K,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Clean Bandit,funk (Origen: funky),Canción,Extraordinary,2024,0ededsq8hcPR2lwwbD6ZBU,4CV5iMxzIfbRVpcQJ8BTsf,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Stronger,2024,4xYvkMq5QhrEhH97SEHsBh,3k4LWnqwyTIgJkkeYLpKUJ,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Rudimental,funk (Origen: funky),Canción,These Days,2024,49QYkg7G7JvBxJRwK8YvKt,7y9VGhirp4tpVsUj6oxlwO,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funky),Canción,These Days,2024,0UMpUBmb5EAAStFGiX7UTm,2BzB5DK3ossnkbRAzGS346,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,0NdoRpLOsuhuoOHJ4pQMEY,1N2CuGt8KydvykxvgsuCag,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,22lqz2QuXLnlkisN65f9iA,0f6ncnQJHVS4th8uCxCfPP,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,2hP053p5TPj6zIaXbVLpQv,3bfySzXITHlrgBxAv8ejvM,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,1ylRCfGWrjwQZCYUqNr2ma,4NW7f0xd43NiuMjrWGGAe5,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,6HnbLTv4YEhJLqawoWH5Li,6FXa6NIayJbVUgbxKeAaJk,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,2jFGrWbl6V62IbdAuAxwC5,3L6bh39nh16K1xx6l5k7ZZ,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,45mTMoVKS5lls52nO5peyq,3uQnsY3AIKlYoNAdDeeca9,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,0apmn7CDxJbRxMXnrSppvb,0FFtcQ2WlccnMRBEu8rhaZ,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,48ys7bJIyg61ztYukOU5Vn,1aF9xLIt4BTbWvuJgFHrZb,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,6w4lOMjKVAYQH0z6y2sS4v,11b0b0T8zyqLW4YaUyYqzJ,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,2GepHVdiPgKYNBg4aF78ZM,5Cn8EA27bhf91nIG5tvSRh,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,59Vcyy9Q7UQUUr6cfNgmje,2w4V5nFr4iVisG0NKlMrHG,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be - (feat. Jess Glynne),2024,62fMQECK00ObsKQsDIUtM0,4TlJgXmKW3vPpiaI1R8RDz,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be - (feat. Jess Glynne),2024,7nR9lVkP9Rtnlot6WT0r52,1fBRUoHOjomfRwo6XyBC3N,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,7xPAXaOMJsKhvXcc4xz78X,2I9V5qZmNsovvTvr2ux5lq,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be,2024,2JiiD41pxto6kztDSJwNBS,7wxXFuPUahAfaqS2Saj17b,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
