Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Nombre_Album,Año_Lanzamiento_Album,Artista_Principal_Album,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
Maisak,Reggaeton (Origen: latin urban),Canción,SE ME OLVIDA,2024,2gmd7lY3QSzLh0xIY4cRvi,00ESTj1vBUkIbaTHaXaXu3,SE ME OLVIDA,2024,Maisak,"Maisak (born Maikel Rafael Rico Torres) is a rising Latin urban artist whose music fuses reggaetón with elements of vallenato and other coastal-Caribbean rhythms. He draws from both his Venezuelan roots and his upbringing in Colombia to craft a sound that blends romantic lyricism, nostalgic melodies and danceable urban production.

He began his career writing songs for other artists and later launched his solo work, gaining recognition through tracks that speak to love <a href=""https://www.last.fm/music/Maisak"">Read more on Last.fm</a>",671531,69682
Rauw Alejandro,Reggaeton (Origen: latin urban),Canción,Espresso Martini,2024,3PJgmyLaybZtALX4mrgbiD,0aX0UXrHG2ceYIxTQcqJdA,Cosa Nuestra,2024,Rauw Alejandro,"Raúl Alejandro Ocasio Ruiz, known professionally as Rauw Alejandro, is a Puerto Rican singer and rapper. Referred to as the ""King of Modern Reggaeton"", he belongs to ""the new generation"" of Puerto Rican urban musicians. His debut studio album, Afrodisíaco, was released in November 2020. His second studio album, Vice Versa, released in June 2021, featured the lead single ""Todo de Ti"". He has won one Latin Grammy Award from four nominations.

Rauw Alejandro's music style includes Latin R&B, reggaetón, rhythmic pop and ballads. <a href=""https://www.last.fm/music/Rauw+Alejandro"">Read more on Last.fm</a>",81507137,957029
C Marí,Reggaeton (Origen: latin urban),Canción,Contacto,2024,3AviWzZuvrGnfyLowzwCAJ,3qd6CT0MAlcuLUcoCLdIKO,Sempre Cor,2024,C Marí," <a href=""https://www.last.fm/music/C+Mar%C3%AD"">Read more on Last.fm</a>",819959,13704
Dei V,Reggaeton (Origen: latin urban),Canción,Narcotics (with Bryant Myers),2024,7cef1RZr6dXuI4ISCYR1oB,2r23a27qGkIUR9BCgi0X6q,Quién es Dei V?,2024,Dei V," <a href=""https://www.last.fm/music/Dei+V"">Read more on Last.fm</a>",7168886,123932
Myke Towers,Reggaeton (Origen: latin urban),Canción,TAMBIÉN,2024,39Pc4a04VgCtcc7m0XKi9M,6NmYJszy5BaEm1WF4tJL7Z,LA PANTERA NEGRA,2024,Myke Towers,"Myke Towers, whose real name is Michael Torres, is a Puerto Rican rapper and composer born on January 15, 1994 in Río Piedras, Puerto Rico. Since his teenage years, Myke Towers has been involved in the underground rap scene in Puerto Rico under the name Mike Towers, and his first compositions and freestyles were published on his SoundCloud account. He gained recognition in 2014 with songs such as ""Día de cobro"", ""Por Mí"", ""Es Normal"" and ""En los Bloques"". <a href=""https://www.last.fm/music/Myke+Towers"">Read more on Last.fm</a>",25444636,613894
Rauw Alejandro,Reggaeton (Origen: latin urban),Canción,Khé?,2024,1YYfyJ2yCvGFCxwjsIqEK9,0aX0UXrHG2ceYIxTQcqJdA,Cosa Nuestra,2024,Rauw Alejandro,"Raúl Alejandro Ocasio Ruiz, known professionally as Rauw Alejandro, is a Puerto Rican singer and rapper. Referred to as the ""King of Modern Reggaeton"", he belongs to ""the new generation"" of Puerto Rican urban musicians. His debut studio album, Afrodisíaco, was released in November 2020. His second studio album, Vice Versa, released in June 2021, featured the lead single ""Todo de Ti"". He has won one Latin Grammy Award from four nominations.

Rauw Alejandro's music style includes Latin R&B, reggaetón, rhythmic pop and ballads. <a href=""https://www.last.fm/music/Rauw+Alejandro"">Read more on Last.fm</a>",81507137,957029
Dei V,Reggaeton (Origen: latin urban),Canción,Trending Remix (with Myke Towers),2024,4XniGfiHt9fFFnhbxlImVu,2r23a27qGkIUR9BCgi0X6q,Quién es Dei V?,2024,Dei V," <a href=""https://www.last.fm/music/Dei+V"">Read more on Last.fm</a>",7168886,123932
Myke Towers,Reggaeton (Origen: latin urban),Canción,ADIVINO,2024,0eeX8L0DWvGth1F6xVkvv7,6NmYJszy5BaEm1WF4tJL7Z,LA PANTERA NEGRA,2024,Myke Towers,"Myke Towers, whose real name is Michael Torres, is a Puerto Rican rapper and composer born on January 15, 1994 in Río Piedras, Puerto Rico. Since his teenage years, Myke Towers has been involved in the underground rap scene in Puerto Rico under the name Mike Towers, and his first compositions and freestyles were published on his SoundCloud account. He gained recognition in 2014 with songs such as ""Día de cobro"", ""Por Mí"", ""Es Normal"" and ""En los Bloques"". <a href=""https://www.last.fm/music/Myke+Towers"">Read more on Last.fm</a>",25444636,613894
Rauw Alejandro,Reggaeton (Origen: latin urban),Canción,Qué Pasaría...,2024,0l0vcZMU7AOeQmUIREoI2U,0aX0UXrHG2ceYIxTQcqJdA,Cosa Nuestra,2024,Rauw Alejandro,"Raúl Alejandro Ocasio Ruiz, known professionally as Rauw Alejandro, is a Puerto Rican singer and rapper. Referred to as the ""King of Modern Reggaeton"", he belongs to ""the new generation"" of Puerto Rican urban musicians. His debut studio album, Afrodisíaco, was released in November 2020. His second studio album, Vice Versa, released in June 2021, featured the lead single ""Todo de Ti"". He has won one Latin Grammy Award from four nominations.

Rauw Alejandro's music style includes Latin R&B, reggaetón, rhythmic pop and ballads. <a href=""https://www.last.fm/music/Rauw+Alejandro"">Read more on Last.fm</a>",81507137,957029
Dei V,Reggaeton (Origen: latin urban),Canción,Martini,2024,3T27X3OPk2dEsx56voSjHH,2r23a27qGkIUR9BCgi0X6q,Quién es Dei V?,2024,Dei V," <a href=""https://www.last.fm/music/Dei+V"">Read more on Last.fm</a>",7168886,123932
Myke Towers,Reggaeton (Origen: latin urban),Canción,DEGENERE 👑 (feat. benny blanco),2024,0qeIFEGRQqHoaJtLCl0U73,3pkIK8SI5mcUUjb9jNjx4H,LA PANTERA NEGRA (DELUXE),2024,Myke Towers,"Myke Towers, whose real name is Michael Torres, is a Puerto Rican rapper and composer born on January 15, 1994 in Río Piedras, Puerto Rico. Since his teenage years, Myke Towers has been involved in the underground rap scene in Puerto Rico under the name Mike Towers, and his first compositions and freestyles were published on his SoundCloud account. He gained recognition in 2014 with songs such as ""Día de cobro"", ""Por Mí"", ""Es Normal"" and ""En los Bloques"". <a href=""https://www.last.fm/music/Myke+Towers"">Read more on Last.fm</a>",25444636,613894
SAIKO,Reggaeton (Origen: latin urban),Canción,ESKELETO,2024,1jPff2HChF9ZahcdogUaCX,5z4aZJ5U7LqwRc2tXk98cc,SAKURA,2024,SAIKO,"Saiko is the name of at least four different music entities:

1) Saiko is a Pop rock band from Chile. Former La Ley members, Luciano Rojas and Rodrigo Aboitiz decided to create their own band, and they made castings looking for a female vocalist. They finally choose Denisse Malebrán, and debuted in 1999 releasing their first album Informe Saiko. In 2006 Malebrán decided to leave the band to pursue a solo career. In April 2007 she gave her last concert with the band in Teatro Teletón <a href=""https://www.last.fm/music/Saiko"">Read more on Last.fm</a>",8472953,342546
Myke Towers,Reggaeton (Origen: latin urban),Canción,VAN CLEEF (feat. Pirlo),2024,1v6gyuulWDLqR3BKa6QcdT,0G1YnsWxzQoJ2B1QtZLj1e,LYKE MIIKE,2024,Myke Towers,"Myke Towers, whose real name is Michael Torres, is a Puerto Rican rapper and composer born on January 15, 1994 in Río Piedras, Puerto Rico. Since his teenage years, Myke Towers has been involved in the underground rap scene in Puerto Rico under the name Mike Towers, and his first compositions and freestyles were published on his SoundCloud account. He gained recognition in 2014 with songs such as ""Día de cobro"", ""Por Mí"", ""Es Normal"" and ""En los Bloques"". <a href=""https://www.last.fm/music/Myke+Towers"">Read more on Last.fm</a>",25444636,613894
C Marí,Reggaeton (Origen: latin urban),Canción,Contacto,2024,7omr30ct5eLmTVhYwLtuM8,4PHBAC9jNy6iySQlT5Aqfp,Contacto,2024,C Marí," <a href=""https://www.last.fm/music/C+Mar%C3%AD"">Read more on Last.fm</a>",819959,13704
JHAYCO,Reggaeton (Origen: latin urban),Canción,Joe,2024,5SHwS0L6Q1MDZluxsDsx3r,67JIMv9vCB2ukBdEbtUmUG,Le Clique: Vida Rockstar (X),2024,JHAYCO,"Jesús Manuel Nieves Cortez (born April 9, 1993), known professionally as Jhayco (formerly Jhay Cortez), is a Puerto Rican singer and rapper from Río Piedras, San Juan. After releasing multiple EPs, his debut studio album, Famouz, was released in 2019. The album contained features from J Balvin, Bad Bunny, Rafa Pabön, C. Tangana, Almighty, Tainy & Zion y Lennox. The album also contained his breakout songs No Me Conoce and No Me Conoce - Remix.
 <a href=""https://www.last.fm/music/Jhayco"">Read more on Last.fm</a>",15659128,393563
Don Omar,Reggaeton (Origen: latin urban),Canción,Señor De La Noche,2024,5HgFoiM1X9P5e5wKlcag5D,3jUsmTTG71hVp1VLkpURnn,Los Bandoleros Reloaded,2024,Don Omar,"William Omar Landrón (born February 10, 1978 in Puerto Rico), better known as Don Omar, is a reggaeton singer. He is one of the most well known reggaeton artists in Latin America. His cross over success in the U.S. has given him more exposure to English speaking Reggaeton fans, making him one of the more recognizable faces of Reggaeton along with Daddy Yankee and Tego Calderón. Don Omar's popularity is currently rising and he recently appeared on MTV. <a href=""https://www.last.fm/music/Don+Omar"">Read more on Last.fm</a>",31333977,1700833
rusowsky,Reggaeton (Origen: latin urban),Canción,electric bby,2024,2mDFvZaw1bPQSFXtSTB6Zl,75KwjLD3j11mzyNSf3k676,electric bby,2024,rusowsky,"Rusowsky is the artistic alter ego behind which Ruslan Mediavilla hides, a young man from Madrid with Belarusian roots and classical musical training. He is one of the representatives of the new underground scene that is flourishing these days thanks to the ease of being able to record songs from home, without having large technological means. <a href=""https://www.last.fm/music/Rusowsky"">Read more on Last.fm</a>",11549114,289694
Rauw Alejandro,Reggaeton (Origen: latin urban),Canción,Qué Pasaría...,2024,0OxKf18dUo2G5dFOQYCvBN,0uuqkIU29zH9mpChddc5Tn,Qué Pasaría...,2024,Rauw Alejandro,"Raúl Alejandro Ocasio Ruiz, known professionally as Rauw Alejandro, is a Puerto Rican singer and rapper. Referred to as the ""King of Modern Reggaeton"", he belongs to ""the new generation"" of Puerto Rican urban musicians. His debut studio album, Afrodisíaco, was released in November 2020. His second studio album, Vice Versa, released in June 2021, featured the lead single ""Todo de Ti"". He has won one Latin Grammy Award from four nominations.

Rauw Alejandro's music style includes Latin R&B, reggaetón, rhythmic pop and ballads. <a href=""https://www.last.fm/music/Rauw+Alejandro"">Read more on Last.fm</a>",81507137,957029
J Abdiel,Reggaeton (Origen: latin urban),Canción,WYA REMIX BLACK AND YELLOW (feat. iZaak & Pirlo),2024,0W2pF7zyj9dwZVK1RoUyjh,1FyZ8Mho4TRJ9oR0IrE23P,WYA REMIX BLACK AND YELLOW (feat. iZaak & Pirlo),2024,J Abdiel," <a href=""https://www.last.fm/music/J+Abdiel"">Read more on Last.fm</a>",1289667,69753
Ovy On The Drums,Reggaeton (Origen: latin urban),Canción,TU CUERPO ME LLAMA,2024,2WxmURV3rffE1mlYgVxIQh,0cuBq2nDgGbjalgB4iUc7M,CASSETTE 01,2024,Ovy On The Drums," <a href=""https://www.last.fm/music/Ovy+On+The+Drums"">Read more on Last.fm</a>",2277543,168811
Rauw Alejandro,Reggaeton (Origen: latin urban),Canción,Mil Mujeres,2024,2J0TjDpiUlwgFRvVxtaLud,0aX0UXrHG2ceYIxTQcqJdA,Cosa Nuestra,2024,Rauw Alejandro,"Raúl Alejandro Ocasio Ruiz, known professionally as Rauw Alejandro, is a Puerto Rican singer and rapper. Referred to as the ""King of Modern Reggaeton"", he belongs to ""the new generation"" of Puerto Rican urban musicians. His debut studio album, Afrodisíaco, was released in November 2020. His second studio album, Vice Versa, released in June 2021, featured the lead single ""Todo de Ti"". He has won one Latin Grammy Award from four nominations.

Rauw Alejandro's music style includes Latin R&B, reggaetón, rhythmic pop and ballads. <a href=""https://www.last.fm/music/Rauw+Alejandro"">Read more on Last.fm</a>",81507137,957029
mvrk,Reggaeton (Origen: latin urban),Canción,Tiendas,2024,6QXzQup8BXbPoDg53T7nTM,4kfDPSkfDpMYP7bJvL2uUv,Tiendas,2024,mvrk,"Marcos Cervera (Madrid, 2004), known as Mvrk, is a Spanish artist <a href=""https://www.last.fm/music/MVRK"">Read more on Last.fm</a>",1592512,24783
Rvfv,Reggaeton (Origen: latin urban),Canción,EA,2024,3fvTOwG2goyNv37lZvM39O,4ASAFxOzKAivUFqMoLoI5t,EL TIBURÓN,2024,Rvfv," <a href=""https://www.last.fm/music/Rvfv"">Read more on Last.fm</a>",4334824,262822
Jay Wheeler,Reggaeton (Origen: latin urban),Canción,Textos Fríos,2024,0aTmQfJO43j5wC0pDzWuEI,2PEIXega9N5OkMHBrcvcHG,Música Buena Para Días Malos,2024,Jay Wheeler,"Reggaeton singer from Puerto Rico.  According to an article by Natacha Andueza:

""Jose Angel Lopez Martinez started singing in a church, where he played the piano and then began creating all types of beats with his computer. Wheeler was too scared and shy to sing due to bullying while he was in school. He felt insecure and did not want to show off his talents.

A few years later, everything changed, he fell in love and had to deal with heartbreak. <a href=""https://www.last.fm/music/Jay+Wheeler"">Read more on Last.fm</a>",5451157,261473
Rauw Alejandro,Reggaeton (Origen: latin urban),Canción,Committed,2024,7xdRj1wA4XzYnXynPmtmnq,0aX0UXrHG2ceYIxTQcqJdA,Cosa Nuestra,2024,Rauw Alejandro,"Raúl Alejandro Ocasio Ruiz, known professionally as Rauw Alejandro, is a Puerto Rican singer and rapper. Referred to as the ""King of Modern Reggaeton"", he belongs to ""the new generation"" of Puerto Rican urban musicians. His debut studio album, Afrodisíaco, was released in November 2020. His second studio album, Vice Versa, released in June 2021, featured the lead single ""Todo de Ti"". He has won one Latin Grammy Award from four nominations.

Rauw Alejandro's music style includes Latin R&B, reggaetón, rhythmic pop and ballads. <a href=""https://www.last.fm/music/Rauw+Alejandro"">Read more on Last.fm</a>",81507137,957029
Rauw Alejandro,Reggaeton (Origen: latin urban),Canción,Revolú,2024,4lqJsJd7kqWVvamQ4aFHA8,0aX0UXrHG2ceYIxTQcqJdA,Cosa Nuestra,2024,Rauw Alejandro,"Raúl Alejandro Ocasio Ruiz, known professionally as Rauw Alejandro, is a Puerto Rican singer and rapper. Referred to as the ""King of Modern Reggaeton"", he belongs to ""the new generation"" of Puerto Rican urban musicians. His debut studio album, Afrodisíaco, was released in November 2020. His second studio album, Vice Versa, released in June 2021, featured the lead single ""Todo de Ti"". He has won one Latin Grammy Award from four nominations.

Rauw Alejandro's music style includes Latin R&B, reggaetón, rhythmic pop and ballads. <a href=""https://www.last.fm/music/Rauw+Alejandro"">Read more on Last.fm</a>",81507137,957029
Chris Jedi,Reggaeton (Origen: latin urban),Canción,PERREO LENTO,2024,5WoC5tREb1zyxfmLu3RyQ7,6G0d1PrCPMXe80Hjyq4D2a,LOS MARCIANOS Vol.1: Dei V Version,2024,Chris Jedi," <a href=""https://www.last.fm/music/Chris+Jedi"">Read more on Last.fm</a>",2353022,169729
Myke Towers,Reggaeton (Origen: latin urban),Canción,OTRA NOCHE (feat. Darell),2024,0dLdTvslcZVsncSMyVvP7n,6NmYJszy5BaEm1WF4tJL7Z,LA PANTERA NEGRA,2024,Myke Towers,"Myke Towers, whose real name is Michael Torres, is a Puerto Rican rapper and composer born on January 15, 1994 in Río Piedras, Puerto Rico. Since his teenage years, Myke Towers has been involved in the underground rap scene in Puerto Rico under the name Mike Towers, and his first compositions and freestyles were published on his SoundCloud account. He gained recognition in 2014 with songs such as ""Día de cobro"", ""Por Mí"", ""Es Normal"" and ""En los Bloques"". <a href=""https://www.last.fm/music/Myke+Towers"">Read more on Last.fm</a>",25444636,613894
Rauw Alejandro,Reggaeton (Origen: latin urban),Canción,Déjame Entrar,2024,5tZgkV8FTe3rtl8OcSeQAb,0aX0UXrHG2ceYIxTQcqJdA,Cosa Nuestra,2024,Rauw Alejandro,"Raúl Alejandro Ocasio Ruiz, known professionally as Rauw Alejandro, is a Puerto Rican singer and rapper. Referred to as the ""King of Modern Reggaeton"", he belongs to ""the new generation"" of Puerto Rican urban musicians. His debut studio album, Afrodisíaco, was released in November 2020. His second studio album, Vice Versa, released in June 2021, featured the lead single ""Todo de Ti"". He has won one Latin Grammy Award from four nominations.

Rauw Alejandro's music style includes Latin R&B, reggaetón, rhythmic pop and ballads. <a href=""https://www.last.fm/music/Rauw+Alejandro"">Read more on Last.fm</a>",81507137,957029
Rvfv,Reggaeton (Origen: latin urban),Canción,TE ROBABA,2024,38QhPgWqQIPkBoeW4irdr0,4ASAFxOzKAivUFqMoLoI5t,EL TIBURÓN,2024,Rvfv," <a href=""https://www.last.fm/music/Rvfv"">Read more on Last.fm</a>",4334824,262822
Omar Courtz,Reggaeton (Origen: latin urban),Canción,DRIPPEO KBRON,2024,0PvkxArXWRKoQTT0ttLmHI,3C5uwdRE5QRoXSGPPxpDd4,PRIMERA MUSA,2024,Omar Courtz,"Joshua Omar Medina Cortés (Carolina, Puerto Rico, 11 de octubre de 1997), conocido artísticamente como Omar Courtz, es un cantante y compositor puertorriqueño de los géneros reguetón, trap y Rhythm and blues latino. <a href=""https://www.last.fm/music/Omar+Courtz"">Read more on Last.fm</a>",8800894,190325
Alleh,Reggaeton (Origen: latin urban),Canción,la culpa (track 11),2024,24XwHoTZKMFVwdIMGyEz39,18Fki3SqVPkAlPosQoQe5L,LA CIUDAD,2024,Alleh," <a href=""https://www.last.fm/music/Alleh"">Read more on Last.fm</a>",2236073,128385
Key-Key,Reggaeton (Origen: latin urban),Canción,Tengo Un Plan - Remix,2024,3AXw3pd7KHGSogprPSxrMh,3wzg2uQTXIdUKDtLFgblXH,Tengo Un Plan (Remix),2024,Key-Key," <a href=""https://www.last.fm/music/Key-Key"">Read more on Last.fm</a>",218454,37508
NTG,Reggaeton (Origen: latin urban),Canción,Suano,2024,79OU5n2Y8jMcWgYZJ2DhAd,0HTcZUGg213cNLdkM33BTh,Suano,2024,NTG," <a href=""https://www.last.fm/music/NTG"">Read more on Last.fm</a>",415943,28357
KAROL G,Reggaeton (Origen: latin urban),Canción,CONTIGO (with Tiësto),2024,4UkUxO2WlKLc0Q1iEutGGh,2mKcYIgv7ItYDQXke3uprl,CONTIGO (with Tiësto),2024,KAROL G,"Carolina Giraldo Navarro, professionally known as Karol G, is a Colombian singer. She is predominantly described as a reggaeton and Latin trap artist but has experimented with a variety of other genres including reggae and sertaneja. In 2018, she won the Latin Grammy Award for Best New Artist and has been nominated for several Billboard Latin Music Awards and Premios Lo Nuestro awards.

Born and raised in Medellín, Giraldo launched her career as a teenager, appearing on the Colombian version of The X Factor at age 14 in 2004. <a href=""https://www.last.fm/music/KAROL+G"">Read more on Last.fm</a>",69006215,1347574
Rauw Alejandro,Reggaeton (Origen: latin urban),Canción,Se Fue,2024,1uFW6czrHk5PsK3s6gOI7C,0aX0UXrHG2ceYIxTQcqJdA,Cosa Nuestra,2024,Rauw Alejandro,"Raúl Alejandro Ocasio Ruiz, known professionally as Rauw Alejandro, is a Puerto Rican singer and rapper. Referred to as the ""King of Modern Reggaeton"", he belongs to ""the new generation"" of Puerto Rican urban musicians. His debut studio album, Afrodisíaco, was released in November 2020. His second studio album, Vice Versa, released in June 2021, featured the lead single ""Todo de Ti"". He has won one Latin Grammy Award from four nominations.

Rauw Alejandro's music style includes Latin R&B, reggaetón, rhythmic pop and ballads. <a href=""https://www.last.fm/music/Rauw+Alejandro"">Read more on Last.fm</a>",81507137,957029
Young Miko,Reggaeton (Origen: latin urban),Canción,offline,2024,7s4emXHJwAuo5VvGBXmnBL,1yjQhgZzBmfdS0CTj6xQ2h,att.,2024,Young Miko,"Young Miko, como se conoce artísticamente, nació en Añasco, Puerto Rico. Es una talentosa artista con sonido propio que, con tan solo 27 años, se ha catalogado como una de las artistas femeninas con más potencial dentro de la escena musical actual, en Latinoamérica. La artista irrumpió en la escena al lanzar “105 Freestyle”, su primer sencillo, en colaboración con el reconocido productor Caleb Calloway. Abriendo camino propio dentro de la escena urbana <a href=""https://www.last.fm/music/Young+Miko"">Read more on Last.fm</a>",11783741,337727
Myke Towers,Reggaeton (Origen: latin urban),Canción,DEGENERE 👑 (feat. benny blanco),2024,4xISUrw0t2elabEhKrtAJ0,2ONEbIxBKRNvD2x4kCdsO4,DEGENERE 👑 (feat. benny blanco),2024,Myke Towers,"Myke Towers, whose real name is Michael Torres, is a Puerto Rican rapper and composer born on January 15, 1994 in Río Piedras, Puerto Rico. Since his teenage years, Myke Towers has been involved in the underground rap scene in Puerto Rico under the name Mike Towers, and his first compositions and freestyles were published on his SoundCloud account. He gained recognition in 2014 with songs such as ""Día de cobro"", ""Por Mí"", ""Es Normal"" and ""En los Bloques"". <a href=""https://www.last.fm/music/Myke+Towers"">Read more on Last.fm</a>",25444636,613894
The Academy: Segunda Misión,Reggaeton (Origen: latin urban),Canción,"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",2024,3GY16GkbrhV1hya2TKsaaj,2de63hNYGRgcNTXCtXQGvu,The Academy: Segunda Misión,2024,The Academy: Segunda Misión," <a href=""https://www.last.fm/music/The+Academy:+Segunda+Misi%C3%B3n"">Read more on Last.fm</a>",827402,60795
Dei V,Reggaeton (Origen: latin urban),Canción,CLIMA (with Foreign Teck),2024,2YDqZCEtjpff8K3CvjaEWB,2r23a27qGkIUR9BCgi0X6q,Quién es Dei V?,2024,Dei V," <a href=""https://www.last.fm/music/Dei+V"">Read more on Last.fm</a>",7168886,123932
Aitana,Reggaeton (Origen: pop latino),Canción,24 Rosas,2024,1vVZGuULkgjf0ZRmU196ps,0M1lpjzI5QzhK7Sdn9erUJ,Solo Pop Latino,2024,Various Artists,"Aitana Ocaña Morales, better known as simply Aitana, is a Spanish singer and songwriter. She first gained national recognition in 2017, placing as the runner-up in series nine of the Spanish reality television talent competition Operación Triunfo, behind Amaia Romero. While competing in Operación Triunfo, Aitana released the single ""Lo malo"" with fellow competitor Ana Guerra. The song went on to become a number-one hit in Spain and was certified five times platinum <a href=""https://www.last.fm/music/Aitana"">Read more on Last.fm</a>",13097531,220871
Nelly Furtado,Reggaeton (Origen: pop latino),Canción,GALA Y DALÍ,2024,2PLAm4ZgIoHJeLTrWHmO7q,6Pwm0aU0x9kKrt3doES2tc,GALA Y DALÍ,2024,Nelly Furtado,"Nelly Kim Furtado (born December 2, 1978 in Victoria, British Columbia) is a Canadian singer and songwriter. Furtado has sold over 40 million records worldwide, making her one of the most successful Canadian artists. She is widely known for her musical versatility and genre experimentation.

She first gained fame with her trip hop-inspired debut album, Whoa, Nelly! (2000), which was a critical and commercial success that spawned two top-10 singles on the Billboard Hot 100, ""I'm Like a Bird"" and ""Turn Off the Light"". <a href=""https://www.last.fm/music/Nelly+Furtado"">Read more on Last.fm</a>",111226578,4672523
Elikai,Reggaeton (Origen: pop latino),Canción,Galaga,2024,406eUy4YiZSpkeMCsgPtbM,0FLpPYIRsFaSFgCaX773Db,Galaga,2024,Elikai," <a href=""https://www.last.fm/music/Elikai"">Read more on Last.fm</a>",11515,1111
Bad Gyal,Reggaeton (Origen: pop latino),Canción,Pop Pop,2024,3lt11YYMKgELxR0aTxSLnO,14IBdTrbCCeHRZgTATdgRd,La Joia,2024,Bad Gyal,"Alba Farelo Solé (born 7 March 1997), known professionally as Bad Gyal, is a Spanish singer, songwriter, DJ and model. Known for her distinctive overall use of Auto-Tune, Bad Gyal has developed a strong cult following ever since her musical career began in 2016, with her uploading an interpretation of Rihanna's ""Work"", sung in Catalan, to YouTube. She continued to make music as an independent artist, releasing records like ""Indapanden"", ""Jacaranda"" and the popular ""Fiebre"". <a href=""https://www.last.fm/music/Bad+Gyal"">Read more on Last.fm</a>",23115091,418154
Jesse & Joy,Reggaeton (Origen: pop latino),Canción,Cuando Estamos Solas,2024,36E5cnvLlDtNJTvfhDi5ZX,6yljdwX9QDrD97sdLnD5Rv,Cuando Estamos Solas,2024,Jesse & Joy,"Jesse & Joy are a Latin Grammy award winning Mexican pop duo formed in 2005 by siblings Jesse Huerta (born December 31, 1982) and Joy Huerta (born June 20, 1986).

Jesse & Joy are two young siblings from Mexico City. They began to show a passion for music from a very young age. In 2001 (when they were 18 and 15 years of age), they began writing lyrics and songs with their father. They were later signed under the Warner label on April 18, 2005.

Jesse plays the piano <a href=""https://www.last.fm/music/Jesse+&+Joy"">Read more on Last.fm</a>",9371202,395371
Kany García,Reggaeton (Origen: pop latino),Canción,Fuera de Servicio - En Vivo Desde PR,2024,5EO4Jh3CiTNquHUu09a59d,5ndD2D8FLBlvdDUQIo9Xd0,Kany García | En Vivo Desde PR,2024,Kany García,"Encarnita ""Kany"" García De Jesus (born September 25, 1982 in Toa Baja, Puerto Rico) is a Puerto Rican singer-songwriter. García first appeared on television in 2004 as a contestant on Objetivo Fama. She is widely considered the most successful non-winner in the history of the show.

Kany García is born to a Spaniard father and Puerto Rican mother. García's father, Antonio, who gave up the priesthood when he met Shela, Encarnita García de Jesús, or Kany, grew up in a house where music was not only played, but also lived. <a href=""https://www.last.fm/music/+noredirect/Kany+Garc%C3%ADa"">Read more on Last.fm</a>",1692287,114848
Reik,Reggaeton (Origen: pop latino),Canción,Baja California,2024,3XAMueRejgCY1TEJDX1gv0,3qbsCGFjewj30dvxqRJiJf,Baja California,2024,Reik,"Reik is a Mexican band from Mexicali, Baja California, Mexico. Formed by Jesús Alberto Navarro Rosas (Lead Vocals), Julio Ramírez Eguía (Guitar, Backing Vocals), and Gilberto Marín Espinoza ""Bibi"" (Backing Guitar, Backing Vocals).

In 2003, Jesús Navarro and Julio Ramirez started their then-nascent musical project, tentatively called ""Reik"". It was then they recorded their first demos, which were released through the Mexican underground club scene. <a href=""https://www.last.fm/music/Reik"">Read more on Last.fm</a>",13664198,600486
Shakira,Reggaeton (Origen: pop latino),Canción,Cohete,2024,2P58XhyNkacK1LHSCk5O2t,34L6DaZIUkzQvZwDd5Cx9a,Cohete,2024,Shakira,"Shakira Isabel Mebarak Ripoll is a Colombian singer. Born and raised in Barranquilla, She made her recording debut with Sony Music Colombia at the age of 13. Following the commercial failure of her first two albums, Magia (1991) and Peligro (1993), she rose to prominence in Hispanic countries with her next albums, Pies Descalzos (1995) and Dónde Están los Ladrones? (1998). She entered the English-language market with her fifth album, Laundry Service (2001), which sold over 13 million copies worldwide. <a href=""https://www.last.fm/music/Shakira"">Read more on Last.fm</a>",170754066,4690310
Andreew,Reggaeton (Origen: pop latino),Canción,Lo Quiero Todo,2024,1qK2mpruHOwyE6VSMIAQUz,6Wp48HYkxA3NwkhciNmaXN,Lo Quiero Todo,2024,Andreew," <a href=""https://www.last.fm/music/AndReew"">Read more on Last.fm</a>",8397,2213
Joaquina,Reggaeton (Origen: pop latino),Canción,pesimista,2024,1XDRDbJFoE01ZPwm5pczBk,2ZcHbieh3trp1wEv6QRsaX,pesimista,2024,Joaquina," <a href=""https://www.last.fm/music/Joaquina"">Read more on Last.fm</a>",373305,20753
Terrence Brian,Reggaeton (Origen: pop latino),Canción,Naughty,2024,0qYdRnVjEH5eq0xtlISboF,45opHFkQYnXTTOwxZDDKqz,Naughty,2024,Terrence Brian," <a href=""https://www.last.fm/music/Terrence+Brian"">Read more on Last.fm</a>",1228,484
Kany García,Reggaeton (Origen: pop latino),Canción,Titanic - En Vivo Desde PR,2024,1nxRhGeI9SnWRiBGJfcqZY,5ndD2D8FLBlvdDUQIo9Xd0,Kany García | En Vivo Desde PR,2024,Kany García,"Encarnita ""Kany"" García De Jesus (born September 25, 1982 in Toa Baja, Puerto Rico) is a Puerto Rican singer-songwriter. García first appeared on television in 2004 as a contestant on Objetivo Fama. She is widely considered the most successful non-winner in the history of the show.

Kany García is born to a Spaniard father and Puerto Rican mother. García's father, Antonio, who gave up the priesthood when he met Shela, Encarnita García de Jesús, or Kany, grew up in a house where music was not only played, but also lived. <a href=""https://www.last.fm/music/+noredirect/Kany+Garc%C3%ADa"">Read more on Last.fm</a>",1692287,114848
