Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad
Don Omar,Reggaeton (Origen: perreo),Canción,Good Looking,2010,0A7uLa2SqVK5s5Y2V3kCyW,6mGDfbDErYIJsmSewvccWm,67
Don Omar,Reggaeton (Origen: perreo),Canción,Hooka,2010,0BenZn1xELuxhb7Pjwyjxv,6mGDfbDErYIJsmSewvccWm,77
Dj Peligro,Reggaeton (Origen: perreo),Canción,San Judas City,2010,0Y8qFC1mOZL8xQti83cSGN,1a9T7acyzb3Yq1DWMBe8fR,54
Don Omar,Reggaeton (Origen: perreo),Canción,RX,2010,1qLeX26IEu3kPWxPfyBMGd,6mGDfbDErYIJsmSewvccWm,55
El Predicador,Reggaeton (Origen: perreo),Canción,Lola,2010,0ZQEvvPjwHeASV8reFI1At,7cJA18otCUBaUbq00uEMEk,47
Plan B,Reggaeton (Origen: perreo),Canción,Por Que Te Demoras?,2010,6URNgz911jj10KXTFtevcS,4s9iYsrtBIvkZn5AEbUbl0,77
Plan B,Reggaeton (Origen: perreo),Canción,House of Pleasure,2010,4vQsbuqAqqKOvhl8Aea508,4s9iYsrtBIvkZn5AEbUbl0,43
Plan B,Reggaeton (Origen: perreo),Canción,¿por Que Te Demoras?,2010,3Qgg2leBntbAEMDUJvCN2R,6sP9EP1NyetOJxmuw2ErZi,67
Alexis y Fido,Reggaeton (Origen: perreo),Canción,Mala Conducta - Remix,2010,7EAra9GbPKab8OsNk0UJyN,50yfJDqGdrz7PztMIdIViL,54
"Tito ""El Bambino""",Reggaeton (Origen: perreo),Canción,Caile,2010,0vIx1UujIOIF512NlNDm5k,5nFM7HjmcxHy3YdOAp3WG8,42
Dj Peligro,Reggaeton (Origen: perreo),Canción,Coqueta - Versión Mix,2010,63HD2QKsZlcMAvqcZ5HEke,679MeB7pm4epNz63WmfpXZ,38
DJ Bryanflow,Reggaeton (Origen: perreo),Canción,Coqueta,2010,48H2LlcEUxdWDf0SyTIdgT,3H8Nc3xsqcv4P5jxcysX1U,31
Plan B,Reggaeton (Origen: perreo),Canción,Parisera,2010,0aSKN8Hg3iv3Z7Hg6UOrAg,6sP9EP1NyetOJxmuw2ErZi,45
Eloy,Reggaeton (Origen: perreo),Canción,Sin Ropa (feat. Franco),2010,2tUAYJXjEKwqAzsMeOIjof,15SWdCksZvLQciZrc3zJ3F,30
Micky Santana,Reggaeton (Origen: perreo),Canción,El Chuculum,2010,6XWD0Vm2BPlW2A1F8sxpb2,223VVxEBD9HOlBfZu5oO6O,29
Micky Santana,Reggaeton (Origen: perreo),Canción,El Taladro,2010,6uhfFdva6303U1H795qf4f,223VVxEBD9HOlBfZu5oO6O,29
Wilo & Nolo,Reggaeton (Origen: perreo),Canción,Perreo Robotico,2010,2Tiy17OAarOc3DJLTFM5Af,2VeOwK1WgwUrzs8RCYSsii,0
AVDI,Reggaeton (Origen: perreo),Canción,Perreo Sato,2010,76lKIz44DtDEzEm7MWeE43,08K5dzRzX9ts0jyqw2TSpN,0
Dverso,Reggaeton (Origen: perreo),Canción,Miguele,2010,0SqyQRkOOUwNGlQBw5sEHx,1FXt5p4OpZZKzZ90DZMA1g,27
Plan B,Reggaeton (Origen: perreo),Canción,La Nena de Papa,2010,1Y4csPb4JiMVJ1FdSTC4Xp,6sP9EP1NyetOJxmuw2ErZi,45
Auudi,Reggaeton (Origen: perreo),Canción,Hang Over,2010,2rnhoY2sjwWruuTrUJN9Uy,37Im36iv7WPOdqZigQPA8G,31
"R.P Music, Inc.",Reggaeton (Origen: perreo),Canción,Perreo,2010,2J2Ua6Ep9EXBDVMaPVgnd9,1RljJ86Mi54hjB0kt5Mkhg,0
Sin Ser Derrotados,Reggaeton (Origen: perreo),Canción,Perreo,2010,62eMcW20uWghiTCVQhFCow,0Zp9YhPWyIyKGgliAL1NFk,0
Don Omar,Reggaeton (Origen: perreo),Canción,Good Looking,2010,7C6qr7fZOEdyozVSA41KR3,48eI2vtlspEPmIpk2cVMNq,23
Trebol Clan,Reggaeton (Origen: perreo),Canción,Esto es un Perreo,2010,7Huk9ZIhve3MTyQfOaayWO,2q524C09LETfU1TkMj3fFM,8
Plan B,Reggaeton (Origen: perreo),Canción,House Of Pleasure,2010,5S41aazoFRX5NikoLUhdMx,6sP9EP1NyetOJxmuw2ErZi,37
Plan B,Reggaeton (Origen: perreo),Canción,Mis Canciones Hablan de Sexo,2010,7tlfCoYjC6y7IVWGtnOarM,6sP9EP1NyetOJxmuw2ErZi,46
Micky Santana,Reggaeton (Origen: perreo),Canción,Mas Perreo,2010,4J2vwt0LllPN7x96cNftT7,223VVxEBD9HOlBfZu5oO6O,2
Dj General,Reggaeton (Origen: perreo),Canción,Bombeala 2.0 - Remix,2010,6v30tcjYLLpjz9Gtb6J10K,03BcO6RxoRilKyOmJKarUC,0
Dj General,Reggaeton (Origen: perreo),Canción,Baila Mi Gata,2010,2k8jeYxOB1F134nrWfkyPz,03BcO6RxoRilKyOmJKarUC,6
The Harmony Group,Reggaeton (Origen: perreo),Canción,Hagamos el amor con la ropa,2010,6UYEO5NgkICtHnuV58AFUC,5dR4iWP4zOTP4Wyzy2wsKD,13
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,El Rey De Los Ritmos,2010,4elazkXoNPp3EkxTeGVK2Q,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Atrevete Rmx,2010,4xqe1lyhUEAxrTmibeFH0v,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Alaroye,2010,6oCp9kKVK44WakNJUtDI3e,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Purrum,2010,1PtIonLbzMiuc4lxS4RjiI,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Yo Te Ire A Buskar,2010,1QkPFIvevCDQPffCBgt04G,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Yeye,2010,1eQEmRJk1pM8tW0qQ2rLbz,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Con Dembow,2010,54znabNcKouN5mpdlixyQu,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Fichuriar,2010,2IYggiUUkAVseKEEGtmznA,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,A Kien Le Kede EL Sako,2010,60r4bDgbIVkylQdWXdokMW,71ySK0H6VUjj495Po0BW8U,4
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Marihuana,2010,1c22a3ehxBnzL16iPHTdDV,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,TuMbAoO AgRiKoOlA,2010,3h6pRAvii3ot4EhJbVSQR0,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Vamoz a Darle duro,2010,4Tsfau0cfc1vHf0kDGccF5,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Para Todo San Juanico,2010,6102DWxhLijBnPKlbgwD9J,71ySK0H6VUjj495Po0BW8U,4
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Me Gustan Todas,2010,0QMEJHv9P5OjjvYITDYujm,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,SeXi bItChH,2010,472fid3nSyEYaw1C3HYVyb,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,TrAbAlEnGuAs,2010,2ycCDzzPqUcWKToPhwadiM,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,La Gente Sabe,2010,1xJzfP1tzcLwh44gGnmMlJ,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,A Lo Moderno,2010,2S0x57JYijnVWvou1QySrO,71ySK0H6VUjj495Po0BW8U,2
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Plan B,2010,5hKfSp2OZouMhO8l3Nx0GP,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,El Mixeo,2010,2Uks9vmBIg7WR5aHLuBlAZ,71ySK0H6VUjj495Po0BW8U,1
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Añefonike,2010,49LxhKtmFKdKdw6qmBKmna,71ySK0H6VUjj495Po0BW8U,3
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Anda Sola,2010,2e5azyJjnyWgTsNeBK1Lmx,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,LoOs RoOmPe DiSkOoTeKaZ,2010,5CWoydgQ3oeWkyZs1CITsM,71ySK0H6VUjj495Po0BW8U,0
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,La Nueva Amenaza,2010,2eF1dUnz7U8WLUkOrw2LCC,71ySK0H6VUjj495Po0BW8U,0
Super Express,Reggaeton (Origen: perreo),Canción,Los CEO del perreo,2010,2pRMDd3ExBGRUAumTnCQPs,7H0QOQ1XeXAZvutTdoYMkX,0
Super Express,Reggaeton (Origen: perreo),Canción,La llave inglesa del perreo,2010,3zugtChxH054Moin5Vc14x,7H0QOQ1XeXAZvutTdoYMkX,0
Luiz Arreguin,Reggaeton (Origen: perreo),Canción,La Quimica del Perreo,2010,5CQvO4GbjznlTsSblEeFob,5zxWIfStstGM7Y5JIravf9,0
Dj General,Reggaeton (Origen: perreo),Canción,Bombeala,2010,34NTUkmFd0XhSl3s1zcVmb,03BcO6RxoRilKyOmJKarUC,0
Dj General,Reggaeton (Origen: perreo),Canción,Mami Rompe,2010,1r6sGzxFbojwYVevfq25r5,03BcO6RxoRilKyOmJKarUC,0
Perreo VIP,Reggaeton (Origen: perreo),Canción,Guayando La Yuka,2010,4Mbf8qMUOHggs5sq0qYfQu,5vfvOKXt4jjBblxFmI6wXE,0
Dj General,Reggaeton (Origen: perreo),Canción,Gata Sandunguera,2010,6BlKwwvLTxo5E9KFpHYHPC,03BcO6RxoRilKyOmJKarUC,0
Dj General,Reggaeton (Origen: perreo),Canción,Tira Tu Paso,2010,0JB7UTaT5Yqsc942AAtQU2,03BcO6RxoRilKyOmJKarUC,0
Zion,Reggaeton (Origen: reggaeton pop),Canción,Detective de Tu Amor,2010,2X1VyBakdcUARLzRk0PyOT,3jsGdxB4wVM7iT4w21fPtH,28
Banda Durisima,Reggaeton (Origen: reggaeton pop),Canción,Quiero saber de ti (Merengue),2010,4OeIKElcednBaxsKQUMF7d,2b4nbJCVka7rbb5B7D4QON,17
Joey Montana,Reggaeton (Origen: reggaeton pop),Canción,No Lo Vuelvo Hacer,2010,6nMwQPaXBb4XZ2o70VMPoL,10BqbyvQvltaEwWr9I67l8,29
Morocco's Band,Reggaeton (Origen: reggaeton pop),Canción,Te amé en mis sueños,2010,5ZQeanLwxkPutvvUaCsj9t,1bRx8BjEdoL0oeJzi4SRQz,33
Divino,Reggaeton (Origen: reggaeton pop),Canción,One Way,2010,2IFCWNYV2xSaGvw4ohfrnu,1VHQXZe5R5jNGFKKJm0jbH,33
Dyland & Lenny,Reggaeton (Origen: reggaeton pop),Canción,Quiere Pa' Que Te Quieran (Pop Version),2010,2pVtzNXh5aJ5H4QevYC3fR,2XpLbDgssTyK3AmeQlfUL3,31
Victor Drija,Reggaeton (Origen: reggaeton pop),Canción,Un Dos Tres,2010,2rvJWlp3qwj9peGCGEnnoM,15QkSLVkcy5RU4SVexr9kj,18
Sponsors,Reggaeton (Origen: reggaeton pop),Canción,"Sexo, droga y reggaeton",2010,6ZUsGisVhPYkt1Euq5MxTm,4uDujwugLJWAWXNrNgDCZs,12
Tercer Cielo,Reggaeton (Origen: reggaeton pop),Canción,Final Del Camino,2010,0gSxQNnGxSVkAHBJmef6wP,200aveoss0oM7G4aLcWAut,32
Banda Full,Reggaeton (Origen: reggaeton pop),Canción,Ponte en cuatro,2010,7KZaXCP8syhOkCx1Onja2W,5mhGJHMXGdNKpx5KfwARJe,1
Nassim & M-Why,Reggaeton (Origen: reggaeton pop),Canción,Compañera Nueva,2010,0SgmUHmx6KMzMyvb7DyiAI,0URwP7U2y7bOGemZ654TA2,28
Demir,Reggaeton (Origen: reggaeton pop),Canción,Beni Sev - Reggaeton,2010,05EuEUjTMfld8DXCAHZMzo,1Sn91e3fA3zGzo7MbBrlrS,0
Made famous by Tito el Bambino,Reggaeton (Origen: reggaeton pop),Canción,Llueve el Amor,2010,6LiwcHp85ePjE4woxlRwas,1ACFw2ifxO6JPW5s5zKRqX,0
Banda Solida,Reggaeton (Origen: reggaeton pop),Canción,Nadie como ella,2010,4rdK7k5tNxc8wZEk3319g5,5mhGJHMXGdNKpx5KfwARJe,0
Made famous by Tito el Bambino,Reggaeton (Origen: reggaeton pop),Canción,Llueve el amor,2010,3bRhsOHqOR6sVKL4vuwH6C,1mSHU5YlJHBS6M1OIZZRt6,3
Divino,Reggaeton (Origen: reggaeton pop),Canción,One Way (reggaeton Mix),2010,09XM6EjxhNiap5GK1oFGuO,1VHQXZe5R5jNGFKKJm0jbH,28
Banda Durisima,Reggaeton (Origen: reggaeton pop),Canción,Ponte dura (merengue),2010,4I5yIST5hqpoN68310NdUL,2b4nbJCVka7rbb5B7D4QON,27
Tecupae,Reggaeton (Origen: reggaeton pop),Canción,Sueño Contigo (with Cabas),2010,29KaAadyqHA7pa2gWfqOe5,1RnwaoPMzsVsVEKWSxUgJc,18
Banda Solida,Reggaeton (Origen: reggaeton pop),Canción,Ahora quien,2010,6lhYt869mtsnTYLAyhAkfx,5mhGJHMXGdNKpx5KfwARJe,1
Zaja Y Mazhiel,Reggaeton (Origen: reggaeton pop),Canción,Mi Profesora - Nymw Remix,2010,1BbYpLAlSKy4uL2Co1RAgg,1qk5B40BBLYYjwN09xpV17,30
Luis Enrique,Reggaeton (Origen: reggaeton pop),Canción,Yo No Sé Mañana - Pop Version,2010,3jAhyq0K7lu0AwaG9PmSny,2gSOr1UX3c1IjZ6vpP97iC,0
Nelly Furtado,Reggaeton (Origen: reggaeton pop),Canción,Más,2010,15Doa3xw4lwa6M4CRkmKJp,1RnwaoPMzsVsVEKWSxUgJc,1
Wisin & Yandel,Reggaeton (Origen: reggaeton pop),Canción,"Lloro Por Ti - Live At Coliseo Jose Miguel Agrelot, Puerto Rico/2010",2010,2WhOfYMchcsq3MFDtkgtXP,1vA5aek9crSUW6CrOrdHj3,11
Golden Ganga,Reggaeton (Origen: latin urban),Canción,Aire,2010,2OgG6HxGqmfPNJiJcBEfBN,5YQG2L5Xt8XLWWnhUSVdED,51
Grupo Niche,Reggaeton (Origen: latin urban),Canción,Un Dia Despues,2010,0VzWuJDBBglJvBQdK518wF,5lyIhSCsJYvVh34r8EZ0Vq,35
Manolito Simonet y su Trabuco,Reggaeton (Origen: latin urban),Canción,Tomalo Todo,2010,2ODft65QqLjUq0zqGY9AoB,3UIkFi9UBMtftzPa74DpRO,36
Cosculluela,Reggaeton (Origen: latin urban),Canción,Yo No Sé Bailar,2010,3FTwGjUFQem1BnJMTlNbFM,6A6eSLDcS2r7qT9ZFYSJlL,58
Golden Ganga,Reggaeton (Origen: latin urban),Canción,Tu,2010,2BmtCTlt1A9z4z9k8qL1OV,5YQG2L5Xt8XLWWnhUSVdED,46
Crossfire,Reggaeton (Origen: latin urban),Canción,Lady - Urban Latin Edit,2010,5D2FmQBf1dcmgdUVvFNoTJ,1DaTasNz5sAIyr7OcPInM8,19
Yailin la Mas Viral,Reggaeton (Origen: reggaeton),Canción,Bing Bong,2024,6s9PpYbExKlHuJ8JMyep21,7m6elVzm04Fd2FdKTVAolu,76
Omar Courtz,Reggaeton (Origen: reggaeton),Canción,A L O C A - T,2024,4SehMwGDegMobZHK0ODaLw,3C5uwdRE5QRoXSGPPxpDd4,69
Bryant Myers,Reggaeton (Origen: reggaeton),Canción,Chi-Partner,2024,6zDNe5siIEoMYOx5m8nYfv,0kh4C95vVyBP8kP5PEK1rv,63
Alvaro Diaz,Reggaeton (Origen: reggaeton),Canción,QUIZÁS SI QUIZÁS NO,2024,7zJu3gmfC46vRoCQ8MZSIY,7kfPf285KnlWUTbqaB1jnI,67
El Bogueto,Reggaeton (Origen: reggaeton),Canción,Cuando No Era Cantante,2024,44xDy4h27s4ENaC8fKnCoC,4HRbWvdFSp49raypicZyXS,91
FloyyMenor,Reggaeton (Origen: reggaeton),Canción,Gata Only (Remix),2024,0JGTfiC4Z41GEEpMYLbWwO,3j6Hr2FWIsjgTKWbfRx0tu,80
Omar Courtz,Reggaeton (Origen: reggaeton),Canción,P I E N S A S E N M I,2024,5dGVfomXd5Ncq05wQhHI47,3C5uwdRE5QRoXSGPPxpDd4,70
Bryant Myers,Reggaeton (Origen: reggaeton),Canción,Garchin,2024,3SS4r51eTU1Ai3pFk3DXvF,2JjA9KmAvPr8WywLFD8YxA,63
Blessd,Reggaeton (Origen: reggaeton),Canción,POLOS OPUESTOS REMIX - BLESSD VERSION,2024,2ALQyXMC26Vew7JX7ert9M,2o89OBJVbw4BdBeyVOGanN,72
Cris MJ,Reggaeton (Origen: reggaeton),Canción,SI NO ES CONTIGO,2024,5Uptvz6j1sjDKxidAcnH2L,4ecjQGViGCD4snnZ3QJOEL,79
Omar Courtz,Reggaeton (Origen: reggaeton),Canción,S E X P L A Y L I S T 1,2024,7w3G5VXJLLbuaWylG7hvVi,3C5uwdRE5QRoXSGPPxpDd4,72
Mesita,Reggaeton (Origen: reggaeton),Canción,Una Foto Remix (feat. Emilia),2024,1kqH58eGh2ZTOHwqBIB2tM,4f47mbk3DOWJ16DXLnviMw,71
FloyyMenor,Reggaeton (Origen: reggaeton),Canción,Gata Only,2024,6XjDF6nds4DE2BBbagZol6,5tSQtQGkrCJx3hoQxmLgfM,85
Cris MJ,Reggaeton (Origen: reggaeton),Canción,QUICKIE,2024,2chjKRTw1KKrIRHGf6K52T,19xHT83DlUuEB4QwJfQJig,70
Kapo,Reggaeton (Origen: reggaeton),Canción,UWAIE,2024,5QjmUqgpPQgXgg4606DqZF,5H7sO778w4hgr2v2600ajN,76
Big One,Reggaeton (Origen: reggaeton),Canción,Cuando Te Vi | CROSSOVER #5,2024,3KeYEr9ogMBemsOfQIJmZp,4u5sL85dlRv7eIMJIozZl8,70
Maluma,Reggaeton (Origen: reggaeton),Canción,Cosas Pendientes,2024,0iVEujJcafOBnxa654fJYu,0MW80IhxQCfhIiIqBwWvov,75
Ozuna,Reggaeton (Origen: reggaeton),Canción,Guay,2024,1S3SAFqLBWk3HaR5UyXp43,7DZzZGds5TtGakkQlGbfSl,63
Yan Block,Reggaeton (Origen: reggaeton),Canción,Media Hora,2024,6JDf3oDiHpOaWAw7a0GgA5,3FcVOuO9zj6o3Pu8JqAfSg,70
Bizarrap,Reggaeton (Origen: reggaeton),Canción,"Young Miko: Bzrp Music Sessions, Vol. 58/66",2024,6VciS3dRMpZhJiDxT8ArFi,0HMTQPl6rJmP7sQEaRYHRo,72
Trueno,Reggaeton (Origen: reggaeton),Canción,REAL GANGSTA LOVE,2024,1pymWRCuZfCd0zdiBJo0Hj,3EWJoKrG9XnCjvAPzkQZ88,75
W Sound,Reggaeton (Origen: reggaeton),Canción,Soltera - W Sound 01,2024,13BDiikG6y5o5cQTK0HpW6,5UQC6N5rRND3GZKzysRdA4,77
Blessd,Reggaeton (Origen: reggaeton),Canción,Mírame,2024,2btNsI4OvcVl7SAHQQDHFB,5oCAS6VzHoESewtXUGMqbz,79
Rvssian,Reggaeton (Origen: reggaeton),Canción,Santa,2024,5bi0gh89wRuH2OgjdAKFsb,0SqUi6bPIlAaWfvZibBfia,74
Quevedo,Reggaeton (Origen: reggaeton),Canción,LOS DÍAS CONTADOS,2024,0ffPRT5WW86ecgGWGf5CyY,3V2ApPxUSquOkjLQU3wmjh,65
KAROL G,Reggaeton (Origen: reggaeton),Canción,+57,2024,3mg9jYNC1NihbthlglzrWP,5TT8KluomuelzsNF7T1U37,80
Blessd,Reggaeton (Origen: reggaeton),Canción,DEPORTIVO,2024,0fKK51bU6lcCCwdNnv64t3,4WDkA9vfa56hODrhY0LAhs,77
Dei V,Reggaeton (Origen: reggaeton),Canción,Rapido (with Cris Mj),2024,1F9nsheKEqfhdtgIf72fFa,2r23a27qGkIUR9BCgi0X6q,66
Kapo,Reggaeton (Origen: reggaeton),Canción,OHNANA,2024,1fTjqf10accJCDYstPwwZ6,3IdVqIfyLPqxPZusYgifLo,75
Quevedo,Reggaeton (Origen: reggaeton),Canción,SHIBATTO,2024,41VnmHAkCUsCStYdDUibpp,3V2ApPxUSquOkjLQU3wmjh,67
Omar Courtz,Reggaeton (Origen: reggaeton),Canción,2 K 1 6,2024,6hXcH4KnoRgkFQDhvxo872,3C5uwdRE5QRoXSGPPxpDd4,73
J Abdiel,Reggaeton (Origen: reggaeton),Canción,WYA REMIX RED,2024,4YnmQG1fnJR9LnTZtix70T,4KparoC39Qn5NatBrMA7nN,77
Alleh,Reggaeton (Origen: reggaeton),Canción,capaz (merengueton),2024,3QbfCvCAOCrSGNcGjtOjYM,2ZrE9RpWOoVhffUupc6hRV,78
Blessd,Reggaeton (Origen: reggaeton),Canción,YOGURCITO,2024,6rZno3nqeT7hv2PnSWRuYS,0MkMu019XCFwwuL1ftHKmQ,79
JC Reyes,Reggaeton (Origen: reggaeton),Canción,FARDOS,2024,33VIvWmmCUgix6Htm1WdOJ,060l6oOdSXc1SUJnQDDpI1,64
Bad Gyal,Reggaeton (Origen: reggaeton),Canción,Chulo pt.2,2024,1NCF4UUsuT6Xzw2Zxd43PJ,14IBdTrbCCeHRZgTATdgRd,70
FloyyMenor,Reggaeton (Origen: reggaeton),Canción,PELIGROSA,2024,42wdz3j7gstgUuhoFLCXqd,6MikZBKCtKfPM4439yzBRz,78
Quevedo,Reggaeton (Origen: reggaeton),Canción,AMANECIÓ,2024,4DxbTPS1DUzTKzpNfCbYjy,3V2ApPxUSquOkjLQU3wmjh,68
Omar Montes,Reggaeton (Origen: reggaeton),Canción,Goteras,2024,4sykJxUsqdXZRqRv1J9fEQ,4mFVkQGAj9T2hyNoxHAcGw,64
Rvssian,Reggaeton (Origen: reggaeton),Canción,Santa,2024,6a9Z1jUms915w4O7N1PxjY,3uzutRS5qX4ng5Skjh5S6W,80
Nicky Jam,Reggaeton (Origen: reggaeton),Canción,CALOR,2024,5g54T6doN39ejttzpz0uq1,0leCm7DasgqP70lhOVeXyU,74
Quevedo,Reggaeton (Origen: reggaeton),Canción,HALO,2024,5ufdUMpR5urDWj8LbsomJi,4P4PTxkt3GcWxRh0gYqhgr,67
Nanpa Básico,Reggaeton (Origen: reggaeton),Canción,Hasta Aquí Llegué,2024,0Qe2g06yzLBuuSvVmFiweP,5lyKUk7jLN0Tue0ThuW9kl,80
Gonzy,Reggaeton (Origen: reggaeton),Canción,FRIKI,2024,2LL9GtxbrlGw5htbzQhd1h,56s4Ir20fPiUbIosAdkbky,66
Omar Courtz,Reggaeton (Origen: reggaeton),Canción,UNA NOTi,2024,61tC2eD62xjmkEX9FGEad7,3C5uwdRE5QRoXSGPPxpDd4,79
SAIKO,Reggaeton (Origen: reggaeton),Canción,BADGYAL,2024,3ng8tfwvzR4BBwa9yaMms6,5z4aZJ5U7LqwRc2tXk98cc,71
Quevedo,Reggaeton (Origen: reggaeton),Canción,MR. MOONDIAL,2024,67LKV40NfSSGIJnm0xz6fi,3V2ApPxUSquOkjLQU3wmjh,70
Gonzy,Reggaeton (Origen: reggaeton),Canción,X'CLUSIVO (REMIX),2024,2aqRWpP49Gux9UnTtMQBtu,56s4Ir20fPiUbIosAdkbky,67
Pablo Chill-E,Reggaeton (Origen: reggaeton),Canción,Resentia,2024,2ANtIUI9cipWNI685VdlZb,1CCiPkCw8kCVIwXsNVQgJR,75
Alleh,Reggaeton (Origen: reggaeton),Canción,capaz (merengueton),2024,4DnrAI8WyUY6gkOwl8GlPN,0sWJ3v0FROzcNzyjNYUs6t,85
JHAYCO,Reggaeton (Origen: reggaeton),Canción,Viene BASQUIAT…,2024,2SSaVi4qDCS4cegG26Fy6z,67JIMv9vCB2ukBdEbtUmUG,68
Omar Courtz,Reggaeton (Origen: reggaeton),Canción,S I T E G U S T A N L A S G A T A S,2024,2LBqFFGI9G5hn136dS4giv,3C5uwdRE5QRoXSGPPxpDd4,65
SAIKO,Reggaeton (Origen: reggaeton),Canción,ESKELETO,2024,2p18r1QWKY5jcbZhKYJTZ6,1oQq7r6KXUielUomejFVy6,59
Rauw Alejandro,Reggaeton (Origen: reggaeton),Canción,Amar De Nuevo,2024,4jjFjbqCTkaN1mGb0BMYl2,0aX0UXrHG2ceYIxTQcqJdA,73
Feid,Reggaeton (Origen: reggaeton),Canción,Brickell,2024,0rNqDh9zWWJVTLS4VfceHP,5WTsC6KDdxp9xVQrAMIU6c,73
Danny Ocean,Reggaeton (Origen: reggaeton),Canción,Ley universal,2024,3LajiduYalkeMeYbYJQP0s,79t9QXn7NKUDBPo4rywYcy,70
Dei V,Reggaeton (Origen: reggaeton),Canción,Quickie,2024,4uqJwcBV0Yg2r21TNCYDnv,64Pv4xGffvcNVnaPF0XS7b,57
JHAYCO,Reggaeton (Origen: reggaeton),Canción,Quimik,2024,3BV2Z14N57hXOohIoD6ZH3,67JIMv9vCB2ukBdEbtUmUG,63
Nanpa Básico,Reggaeton (Origen: reggaeton),Canción,Hasta Aquí Llegué,2024,08pbRBstuvH7ArRxeb8fwT,7hYoXVqpRhN9ATvO8Kf3w5,72
Feid,Reggaeton (Origen: reggaeton),Canción,SORRY 4 THAT MUCH,2024,63pLfjK6FvcYJYMGwtHjd6,1kZGpaXOeB48TPT2JatjvC,72
Bad Gyal,Reggaeton (Origen: reggaeton),Canción,Real G,2024,6NAAMofwkOpH2CrYVaaXrV,14IBdTrbCCeHRZgTATdgRd,54
FloyyMenor,Reggaeton (Origen: reggaeton),Canción,APAGA EL CEL,2024,4yyCGGdTVaYG17vhsrUPoL,3tgMwB1zSEt1CqCdJ3zytF,68
Ovy On The Drums,Reggaeton (Origen: reggaeton),Canción,DESATAAA,2024,2vh03XeMmNRwxiAztk01Pe,7Ja7q53ewWXSOGM9MSmted,57
Cris MJ,Reggaeton (Origen: reggaeton),Canción,No Ponga Excusas,2024,21hsqOOUfdSjHi3SVz8oyv,3j9j0wgXwhQyr4urIIkfL4,74
Bad Gyal,Reggaeton (Origen: reggaeton),Canción,Mi Lova,2024,30hti8rsvWYTcrHAPRAlHi,14IBdTrbCCeHRZgTATdgRd,53
Abraham Mateo,Reggaeton (Origen: reggaeton),Canción,Bailarina,2024,3MTzCXM4r6yTOLhiuIaRfh,2zwuaAuKxwrYX0MXSJQQmB,58
Beéle,Reggaeton (Origen: reggaeton),Canción,Tu Boca,2024,4wtOpbBoX1O3ClP6W7OEPz,5tvGfWbjX9JknJp9ig1CXt,67
RØZ,Reggaeton (Origen: reggaeton),Canción,flashes,2024,6ciaJyxPG3OueX32rd57jA,1xtogJBn8wOmtb7uNHCl6h,74
SAIKO,Reggaeton (Origen: reggaeton),Canción,COMO SUENAN LAS ESTRELLAS,2024,29MAYnmNwruONslO4E1iZD,5z4aZJ5U7LqwRc2tXk98cc,58
