Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Nombre_Album,Año_Lanzamiento_Album,Artista_Principal_Album,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Me Gustan Todas,2010,0QMEJHv9P5OjjvYITDYujm,71ySK0H6VUjj495Po0BW8U,"La Maquina Del Perreo, Vol. 2",2010,Colectivo Oriente Drums," <a href=""https://www.last.fm/music/Colectivo+Oriente+Drums"">Read more on Last.fm</a>",54,22
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,La Gente Sabe,2010,1xJzfP1tzcLwh44gGnmMlJ,71ySK0H6VUjj495Po0BW8U,"La Maquina Del Perreo, Vol. 2",2010,Colectivo Oriente Drums," <a href=""https://www.last.fm/music/Colectivo+Oriente+Drums"">Read more on Last.fm</a>",54,22
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,A Lo Moderno,2010,2S0x57JYijnVWvou1QySrO,71ySK0H6VUjj495Po0BW8U,"La Maquina Del Perreo, Vol. 2",2010,Colectivo Oriente Drums," <a href=""https://www.last.fm/music/Colectivo+Oriente+Drums"">Read more on Last.fm</a>",54,22
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Para Todo San Juanico,2010,6102DWxhLijBnPKlbgwD9J,71ySK0H6VUjj495Po0BW8U,"La Maquina Del Perreo, Vol. 2",2010,Colectivo Oriente Drums," <a href=""https://www.last.fm/music/Colectivo+Oriente+Drums"">Read more on Last.fm</a>",54,22
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,SeXi bItChH,2010,472fid3nSyEYaw1C3HYVyb,71ySK0H6VUjj495Po0BW8U,"La Maquina Del Perreo, Vol. 2",2010,Colectivo Oriente Drums," <a href=""https://www.last.fm/music/Colectivo+Oriente+Drums"">Read more on Last.fm</a>",54,22
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,TrAbAlEnGuAs,2010,2ycCDzzPqUcWKToPhwadiM,71ySK0H6VUjj495Po0BW8U,"La Maquina Del Perreo, Vol. 2",2010,Colectivo Oriente Drums," <a href=""https://www.last.fm/music/Colectivo+Oriente+Drums"">Read more on Last.fm</a>",54,22
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Con Dembow,2010,54znabNcKouN5mpdlixyQu,71ySK0H6VUjj495Po0BW8U,"La Maquina Del Perreo, Vol. 2",2010,Colectivo Oriente Drums," <a href=""https://www.last.fm/music/Colectivo+Oriente+Drums"">Read more on Last.fm</a>",54,22
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Añefonike,2010,49LxhKtmFKdKdw6qmBKmna,71ySK0H6VUjj495Po0BW8U,"La Maquina Del Perreo, Vol. 2",2010,Colectivo Oriente Drums," <a href=""https://www.last.fm/music/Colectivo+Oriente+Drums"">Read more on Last.fm</a>",54,22
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,Anda Sola,2010,2e5azyJjnyWgTsNeBK1Lmx,71ySK0H6VUjj495Po0BW8U,"La Maquina Del Perreo, Vol. 2",2010,Colectivo Oriente Drums," <a href=""https://www.last.fm/music/Colectivo+Oriente+Drums"">Read more on Last.fm</a>",54,22
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,La Nueva Amenaza,2010,2eF1dUnz7U8WLUkOrw2LCC,71ySK0H6VUjj495Po0BW8U,"La Maquina Del Perreo, Vol. 2",2010,Colectivo Oriente Drums," <a href=""https://www.last.fm/music/Colectivo+Oriente+Drums"">Read more on Last.fm</a>",54,22
Colectivo Oriente Drums,Reggaeton (Origen: perreo),Canción,LoOs RoOmPe DiSkOoTeKaZ,2010,5CWoydgQ3oeWkyZs1CITsM,71ySK0H6VUjj495Po0BW8U,"La Maquina Del Perreo, Vol. 2",2010,Colectivo Oriente Drums," <a href=""https://www.last.fm/music/Colectivo+Oriente+Drums"">Read more on Last.fm</a>",54,22
Super Express,Reggaeton (Origen: perreo),Canción,Los CEO del perreo,2010,2pRMDd3ExBGRUAumTnCQPs,7H0QOQ1XeXAZvutTdoYMkX,Tesla Cripto Vibe,2010,Super Express," <a href=""https://www.last.fm/music/Super+Express"">Read more on Last.fm</a>",11387,2190
Super Express,Reggaeton (Origen: perreo),Canción,La llave inglesa del perreo,2010,3zugtChxH054Moin5Vc14x,7H0QOQ1XeXAZvutTdoYMkX,Tesla Cripto Vibe,2010,Super Express," <a href=""https://www.last.fm/music/Super+Express"">Read more on Last.fm</a>",11387,2190
Luiz Arreguin,Reggaeton (Origen: perreo),Canción,La Quimica del Perreo,2010,5CQvO4GbjznlTsSblEeFob,5zxWIfStstGM7Y5JIravf9,La Quimica del Perreo,2010,Luiz Arreguin," <a href=""https://www.last.fm/music/Luiz+Arreguin"">Read more on Last.fm</a>",360,171
Dj General,Reggaeton (Origen: perreo),Canción,Mami Rompe,2010,1r6sGzxFbojwYVevfq25r5,03BcO6RxoRilKyOmJKarUC,Perreo 2010,2010,Dj General," <a href=""https://www.last.fm/music/DJ+General"">Read more on Last.fm</a>",355,169
Dj General,Reggaeton (Origen: perreo),Canción,Bombeala,2010,34NTUkmFd0XhSl3s1zcVmb,03BcO6RxoRilKyOmJKarUC,Perreo 2010,2010,Dj General," <a href=""https://www.last.fm/music/DJ+General"">Read more on Last.fm</a>",355,169
Perreo VIP,Reggaeton (Origen: perreo),Canción,Guayando La Yuka,2010,4Mbf8qMUOHggs5sq0qYfQu,5vfvOKXt4jjBblxFmI6wXE,Reggaeton Allstars: Reggaeton Hits in da Club,2010,Various Artists," <a href=""https://www.last.fm/music/Perreo+VIP"">Read more on Last.fm</a>",2298,708
Dj General,Reggaeton (Origen: perreo),Canción,Gata Sandunguera,2010,6BlKwwvLTxo5E9KFpHYHPC,03BcO6RxoRilKyOmJKarUC,Perreo 2010,2010,Dj General," <a href=""https://www.last.fm/music/DJ+General"">Read more on Last.fm</a>",355,169
Zion,Reggaeton (Origen: reggaeton pop),Canción,Detective de Tu Amor,2010,2X1VyBakdcUARLzRk0PyOT,3jsGdxB4wVM7iT4w21fPtH,Los Verdaderos,2010,Zion,"There are at least five artists named Zion.

1. ZION (ザイオン) is a Japanese alternative rock band from Tokachi, Hokkaido.

Vocals & Guitar - Mitsumura Tatsuya (光村龍哉; ex NICO touches the Walls)
Guitar - Kushino Keisuke (櫛野啓介; ex jealkb as sapoto)
Guitar - Yoshizawa Sachio (吉澤幸男; GAGAKIRIZE, 平方根レジェンド, Loloet)
Drums - Naruhashi Taichi (鳴橋大地)
Bass - Sato Shinnosuke (佐藤慎之介)

Formed in Tokyo in 2020. <a href=""https://www.last.fm/music/Zion"">Read more on Last.fm</a>",3179091,313737
Banda Durisima,Reggaeton (Origen: reggaeton pop),Canción,Quiero saber de ti (Merengue),2010,4OeIKElcednBaxsKQUMF7d,2b4nbJCVka7rbb5B7D4QON,Un poquito de' to (Salsa - Merengue - Bachata & Reggaeton),2010,Various Artists," <a href=""https://www.last.fm/music/Banda+Durisima"">Read more on Last.fm</a>",11220,3169
Joey Montana,Reggaeton (Origen: reggaeton pop),Canción,No Lo Vuelvo Hacer,2010,6nMwQPaXBb4XZ2o70VMPoL,10BqbyvQvltaEwWr9I67l8,Flow Con Clase,2010,Joey Montana,"Joey Montana is one of the hottest newe stars of Latin music. At 23 years of age, he has broken ground in Central and South America, Mexico, the United States and Europe. Armed with his lyrical abilities and explosive personality, he is looking to make a name for himself in the ever so popular and growing urban/Latino market, leaving behind his former group of ""La Factoria"". 

His real name is Edgardo Antonio Miranda Beiro, and he was born in Panama City, Panama; on May 3rd, 1982. <a href=""https://www.last.fm/music/Joey+Montana"">Read more on Last.fm</a>",1166385,151570
Morocco's Band,Reggaeton (Origen: reggaeton pop),Canción,Te amé en mis sueños,2010,5ZQeanLwxkPutvvUaCsj9t,1bRx8BjEdoL0oeJzi4SRQz,Only Hits of Reggaeton,2010,Randy & Sam," <a href=""https://www.last.fm/music/Morocco%27s+Band"">Read more on Last.fm</a>",13278,3365
Divino,Reggaeton (Origen: reggaeton pop),Canción,One Way,2010,2IFCWNYV2xSaGvw4ohfrnu,1VHQXZe5R5jNGFKKJm0jbH,Por Experiencias Propias,2010,Divino,"Divino Biography Conveying heartfelt emotion through richly textured songs has always been a priority for Puerto Rican reggaetón sensation Daniel Divino Velazquez, whose confessional lyrics and impressive vocal range have made him rise to superstar status throughout the Caribbean and Central America. 

With the release of Todo A Su Tiempo: Platinum Edition, the pioneering artist will doubtless conquer U.S. audiences and establish himself as one of the most versatile performers in the genre.  <a href=""https://www.last.fm/music/Divino"">Read more on Last.fm</a>",298437,58038
Victor Drija,Reggaeton (Origen: reggaeton pop),Canción,Un Dos Tres,2010,2rvJWlp3qwj9peGCGEnnoM,15QkSLVkcy5RU4SVexr9kj,Un Dos Tres - Single,2010,Victor Drija," <a href=""https://www.last.fm/music/Victor+Drija"">Read more on Last.fm</a>",135048,4881
Sponsors,Reggaeton (Origen: reggaeton pop),Canción,"Sexo, droga y reggaeton",2010,6ZUsGisVhPYkt1Euq5MxTm,4uDujwugLJWAWXNrNgDCZs,110%,2010,Sponsors,"There is more than one artist with this name:

1) Sponsors  is an Argentine Rock band formed in 2008 by Joaquin Levinton after the dissolution of his previous band : Turf

In full time after completing successful presentation at Quilmes Rock 2007, Turf , or rather its leader Joaquin Levinton , he said "" enough.""

Levinton quarreled with his colleagues, and locked himself in his house to take. He wrote more than 300 songs and in June 2008 it came to light the first album . <a href=""https://www.last.fm/music/Sponsors"">Read more on Last.fm</a>",51567,4855
Dyland & Lenny,Reggaeton (Origen: reggaeton pop),Canción,Quiere Pa' Que Te Quieran (Pop Version),2010,2pVtzNXh5aJ5H4QevYC3fR,2XpLbDgssTyK3AmeQlfUL3,My World,2010,Dyland & Lenny,"Dyland (Carlos Castillo Cruz) & Lenny (Julio Manuel González Tavarez), originally from Puerto Rico, have formed a duo that is shaping up to be a true surprise in urban music. Dyland & Lenny  come to the genre with another vision, with a sound that reflects the youth that characterizes them and the feeling of a whole generation.

In early 2010, fans of urban music and other styles that came from the streets, will find the original and innovative rhythms of Dyland & Lenny in their debut CD, My World. <a href=""https://www.last.fm/music/Dyland+&+Lenny"">Read more on Last.fm</a>",562909,78603
Tercer Cielo,Reggaeton (Origen: reggaeton pop),Canción,Final Del Camino,2010,0gSxQNnGxSVkAHBJmef6wP,200aveoss0oM7G4aLcWAut,Viaje a Las Estrellas,2010,Tercer Cielo,"http://www.musicacristiana.fm

Tercer Cielo means Third Heaven, and is a duo of pop contemporary Christian music actually composed by the marriage of Juan Carlos Rodriguez (Dominican) and Evelyn Herrera (Mexican), formed in 2000 and re-released in 2007.

Tercer Cielo begins when the young Juan Carlos Rodriguez and Marcos Yaroide both Dominicans and longtime friends, began singing as something made by passion only in occasional and local Christian events in their city of origin. <a href=""https://www.last.fm/music/Tercer+Cielo"">Read more on Last.fm</a>",721437,50299
Banda Full,Reggaeton (Origen: reggaeton pop),Canción,Ponte en cuatro,2010,7KZaXCP8syhOkCx1Onja2W,5mhGJHMXGdNKpx5KfwARJe,Un poquito de' to Vol 2 - Salsa - Merengue - Bachata & Reggaeton,2010,Various Artists," <a href=""https://www.last.fm/music/BANDA+FULL"">Read more on Last.fm</a>",573,133
Nassim & M-Why,Reggaeton (Origen: reggaeton pop),Canción,Compañera Nueva,2010,0SgmUHmx6KMzMyvb7DyiAI,0URwP7U2y7bOGemZ654TA2,En la Sala,2010,Nassim & M-Why," <a href=""https://www.last.fm/music/Nassim+&+M-Why"">Read more on Last.fm</a>",6650,1201
Demir,Reggaeton (Origen: reggaeton pop),Canción,Beni Sev - Reggaeton,2010,05EuEUjTMfld8DXCAHZMzo,1Sn91e3fA3zGzo7MbBrlrS,Dünya,2010,Demir,"ozgur demir was born in 1982 in bielefeld, germany. early in his life he showed an interest in electronic music and soon began experimenting with his father's keyboard and a 4 track tape recorder. at the age of 16, demir discovered computer based music production using sequencers and software and started producing his own tracks. when he moved to berlin in 2002 he began spinning vinyl and his sound developed into a mix of electro, minimal and tech-house. <a href=""https://www.last.fm/music/Demir"">Read more on Last.fm</a>",5782,1537
Made famous by Tito el Bambino,Reggaeton (Origen: reggaeton pop),Canción,Llueve el Amor,2010,6LiwcHp85ePjE4woxlRwas,1ACFw2ifxO6JPW5s5zKRqX,World Reggaeton Tour,2010,Dj Kiky," <a href=""https://www.last.fm/music/Made+famous+by+Tito+El+Bambino"">Read more on Last.fm</a>",342,125
Banda Solida,Reggaeton (Origen: reggaeton pop),Canción,Nadie como ella,2010,4rdK7k5tNxc8wZEk3319g5,5mhGJHMXGdNKpx5KfwARJe,Un poquito de' to Vol 2 - Salsa - Merengue - Bachata & Reggaeton,2010,Various Artists," <a href=""https://www.last.fm/music/Banda+Solida"">Read more on Last.fm</a>",462,87
Made famous by Tito el Bambino,Reggaeton (Origen: reggaeton pop),Canción,Llueve el amor,2010,3bRhsOHqOR6sVKL4vuwH6C,1mSHU5YlJHBS6M1OIZZRt6,Last Edition Reggaeton Hits,2010,Dj Dalebe," <a href=""https://www.last.fm/music/Made+famous+by+Tito+El+Bambino"">Read more on Last.fm</a>",342,125
Divino,Reggaeton (Origen: reggaeton pop),Canción,One Way (reggaeton Mix),2010,09XM6EjxhNiap5GK1oFGuO,1VHQXZe5R5jNGFKKJm0jbH,Por Experiencias Propias,2010,Divino,"Divino Biography Conveying heartfelt emotion through richly textured songs has always been a priority for Puerto Rican reggaetón sensation Daniel Divino Velazquez, whose confessional lyrics and impressive vocal range have made him rise to superstar status throughout the Caribbean and Central America. 

With the release of Todo A Su Tiempo: Platinum Edition, the pioneering artist will doubtless conquer U.S. audiences and establish himself as one of the most versatile performers in the genre.  <a href=""https://www.last.fm/music/Divino"">Read more on Last.fm</a>",298437,58038
Banda Durisima,Reggaeton (Origen: reggaeton pop),Canción,Ponte dura (merengue),2010,4I5yIST5hqpoN68310NdUL,2b4nbJCVka7rbb5B7D4QON,Un poquito de' to (Salsa - Merengue - Bachata & Reggaeton),2010,Various Artists," <a href=""https://www.last.fm/music/Banda+Durisima"">Read more on Last.fm</a>",11220,3169
Tecupae,Reggaeton (Origen: reggaeton pop),Canción,Sueño Contigo (with Cabas),2010,29KaAadyqHA7pa2gWfqOe5,1RnwaoPMzsVsVEKWSxUgJc,Latino 37 - Salsa Bachata Merengue Reggaeton (Latin Hits),2010,Various Artists," <a href=""https://www.last.fm/music/Tecupae"">Read more on Last.fm</a>",66799,8959
Banda Solida,Reggaeton (Origen: reggaeton pop),Canción,Ahora quien,2010,6lhYt869mtsnTYLAyhAkfx,5mhGJHMXGdNKpx5KfwARJe,Un poquito de' to Vol 2 - Salsa - Merengue - Bachata & Reggaeton,2010,Various Artists," <a href=""https://www.last.fm/music/Banda+Solida"">Read more on Last.fm</a>",462,87
Zaja Y Mazhiel,Reggaeton (Origen: reggaeton pop),Canción,Mi Profesora - Nymw Remix,2010,1BbYpLAlSKy4uL2Co1RAgg,1qk5B40BBLYYjwN09xpV17,Los Que Menean,2010,Zaja Y Mazhiel," <a href=""https://www.last.fm/music/Zaja+y+Mazhiel"">Read more on Last.fm</a>",24825,3108
Luis Enrique,Reggaeton (Origen: reggaeton pop),Canción,Yo No Sé Mañana - Pop Version,2010,3jAhyq0K7lu0AwaG9PmSny,2gSOr1UX3c1IjZ6vpP97iC,Latino 35 - Salsa Bachata Merengue Reggaeton (Latin Hits),2010,Various Artists,"Nicaraguan salsa vocalist Luis Enrique was one of Latin music's first pioneers of the romantic ""salsa sensual"" style. Approaching an otherwise aggressive and bright musical style with a smoother, more emotive sensibility, Enrique laid the groundwork for salsa and Latin pop artists to follow, such as Marc Anthony and Victor Manuelle. Enrique immigrated to the States in 1978, taking up residence in L.A. He applied the musical training and apprenticeship he'd received from his father wherever possible <a href=""https://www.last.fm/music/Luis+Enrique"">Read more on Last.fm</a>",1770630,230243
Nelly Furtado,Reggaeton (Origen: reggaeton pop),Canción,Más,2010,15Doa3xw4lwa6M4CRkmKJp,1RnwaoPMzsVsVEKWSxUgJc,Latino 37 - Salsa Bachata Merengue Reggaeton (Latin Hits),2010,Various Artists,"Nelly Kim Furtado (born December 2, 1978 in Victoria, British Columbia) is a Canadian singer and songwriter. Furtado has sold over 40 million records worldwide, making her one of the most successful Canadian artists. She is widely known for her musical versatility and genre experimentation.

She first gained fame with her trip hop-inspired debut album, Whoa, Nelly! (2000), which was a critical and commercial success that spawned two top-10 singles on the Billboard Hot 100, ""I'm Like a Bird"" and ""Turn Off the Light"". <a href=""https://www.last.fm/music/Nelly+Furtado"">Read more on Last.fm</a>",111226578,4672523
Wisin & Yandel,Reggaeton (Origen: reggaeton pop),Canción,"Lloro Por Ti - Live At Coliseo Jose Miguel Agrelot, Puerto Rico/2010",2010,2WhOfYMchcsq3MFDtkgtXP,1vA5aek9crSUW6CrOrdHj3,La Revolucion Live Volume One,2010,Wisin & Yandel,"Wisin & Yandel is a Puerto Rican reggaeton duo, consisting of Llandel Veguilla Malavé Salazar (Yandel) and Juan Luis Morera Luna (Wisin). They started their career in 1995 and have been together ever since, winning several awards during that time.

Their biggest hits are ""Rakata"", ""Llamé Pa' Verte (Bailando Sexy)"", ""Pam Pam"", ""Sexy Movimiento"", ""Pegao"",""Síguelo"", ""Abusadora"", and ""Gracias a Tí"". Wisin & Yandel have collaborated with internationally known artists such as R. <a href=""https://www.last.fm/music/Wisin+&+Yandel"">Read more on Last.fm</a>",18427010,822265
Golden Ganga,Reggaeton (Origen: latin urban),Canción,Aire,2010,2OgG6HxGqmfPNJiJcBEfBN,5YQG2L5Xt8XLWWnhUSVdED,Música Libre,2010,Golden Ganga,"Golden Ganga es una banda de música Libre, con influencia principalmente en los géneros Reggae, Dancehall, Hip Hop, Rock, Ska fundada en el año 2006 por el cantautor Adan Nuñez en Zapopan Jalisco.
Discografía: Golden Ganga (2008), Música Libre (2012), Energía Libre (2014), Siempre Libre (2016).
Con más de 1,500 shows en vivo, destaca por sus exitosas presentaciones llenas de energía en mas de 20 estados de la república mexicana y países como Estados Unidos, Costa Rica, Colombia, Argentina, Panamá. <a href=""https://www.last.fm/music/Golden+Ganga"">Read more on Last.fm</a>",197736,12688
Grupo Niche,Reggaeton (Origen: latin urban),Canción,Un Dia Despues,2010,0VzWuJDBBglJvBQdK518wF,5lyIhSCsJYvVh34r8EZ0Vq,II Generación,2010,Grupo Niche,"Grupo Niche is one of the world's best known salsa and cumbia groups from Colombia and it enjoys great popularity throughout Latin America. It was formed in 1980 by Jairo Varela, who became producer, director, songwriter, vocalist and guiro player. It also included Nicolas Cristanelo, on the piano; Alexis Lozano, on the trombone; Francisco Garcia, on the bass; Luis Pacheco, on the congas; as well as vocalists Jorge Bassam and Hector Viveros.

Grupo Niche's first album: ""Al Pasito"" was released that same year <a href=""https://www.last.fm/music/Grupo+Niche"">Read more on Last.fm</a>",3755720,267823
Manolito Simonet y su Trabuco,Reggaeton (Origen: latin urban),Canción,Tomalo Todo,2010,2ODft65QqLjUq0zqGY9AoB,3UIkFi9UBMtftzPa74DpRO,Trabuco Una Vez Mas,2010,Manolito Simonet y su Trabuco,"Founded on February 25, 1993, and having already started to develop their style when various key members were part of Maravilla de Florida, Manolito y su Trabuco was one of the first timba bands, but it wasn't until the second wave, in 1995, that they released their first album, Directo al corazón. In 2006, about to release their 7th album, Hablando en serio, they've enjoyed a gradual and steady rise in popularity and are now generally considered to be among the top three or four true timba bands in Havana. <a href=""https://www.last.fm/music/Manolito+Simonet+Y+Su+Trabuco"">Read more on Last.fm</a>",116454,15701
Fanny Lu,Reggaeton (Origen: latin urban),Canción,Celos - Urban Remix,2010,2EgdSaa1pFEOJiy1TerN0Y,3TqLvZ0wbslp9iEI1yrkh1,Dos (Deluxe),2010,Fanny Lu,"Actress and musician Fanny Lú was born in Cali, Colombia, where she attended the Bolivar High School before moving to France to finish her primary education. Upon returning to Latin America, she studied at the University of the Andes, graduating with a degree in industrial engineering. While still in college, Lú maintained a television career, beginning in 1994 as a presenter on the popular show Locomotora. Her experience on the show gave her countless opportunities to work around musicians and even make forays into production work <a href=""https://www.last.fm/music/+noredirect/Fanny+Lu"">Read more on Last.fm</a>",1650375,160427
Golden Ganga,Reggaeton (Origen: latin urban),Canción,Tu,2010,2BmtCTlt1A9z4z9k8qL1OV,5YQG2L5Xt8XLWWnhUSVdED,Música Libre,2010,Golden Ganga,"Golden Ganga es una banda de música Libre, con influencia principalmente en los géneros Reggae, Dancehall, Hip Hop, Rock, Ska fundada en el año 2006 por el cantautor Adan Nuñez en Zapopan Jalisco.
Discografía: Golden Ganga (2008), Música Libre (2012), Energía Libre (2014), Siempre Libre (2016).
Con más de 1,500 shows en vivo, destaca por sus exitosas presentaciones llenas de energía en mas de 20 estados de la república mexicana y países como Estados Unidos, Costa Rica, Colombia, Argentina, Panamá. <a href=""https://www.last.fm/music/Golden+Ganga"">Read more on Last.fm</a>",197736,12688
Cosculluela,Reggaeton (Origen: latin urban),Canción,Yo No Sé Bailar,2010,3FTwGjUFQem1BnJMTlNbFM,6A6eSLDcS2r7qT9ZFYSJlL,El Príncipe [Ghost Edition],2010,Cosculluela,"Born in Humacao, Puerto Rico, Jose Cosculluela a.k.a Cosculluela discovered at a young age that his passion was music. He got into rap music at age 12, listening to cassettes from Vico C and singing his songs. After listening to the underground album Playero 37, he and his brother bought some recording equipment and he knew at that moment that the only thing he ever wanted to do was music. He started writing, recording and selling underground mixed cassettes in Humacao, meeting new friends and eventually formed the group KnockOut Trax. <a href=""https://www.last.fm/music/Cosculluela"">Read more on Last.fm</a>",4496894,290691
Omar Courtz,Reggaeton (Origen: reggaeton),Canción,A L O C A - T,2024,4SehMwGDegMobZHK0ODaLw,3C5uwdRE5QRoXSGPPxpDd4,PRIMERA MUSA,2024,Omar Courtz,"Joshua Omar Medina Cortés (Carolina, Puerto Rico, 11 de octubre de 1997), conocido artísticamente como Omar Courtz, es un cantante y compositor puertorriqueño de los géneros reguetón, trap y Rhythm and blues latino. <a href=""https://www.last.fm/music/Omar+Courtz"">Read more on Last.fm</a>",8800894,190325
Yailin la Mas Viral,Reggaeton (Origen: reggaeton),Canción,Bing Bong,2024,6s9PpYbExKlHuJ8JMyep21,7m6elVzm04Fd2FdKTVAolu,Bing Bong,2024,Yailin la Mas Viral,"Georgina Lulú Guillermo Díaz (Santo Domingo Este, Provincia de Santo Domingo; 4 de julio de 2002) conocida por su nombre artístico, Yailín la Más Viral, es una rapera, bailarina, vedette, empresaria y modelo dominicana.[1]​Es la creadora de Cattaleya Babies, una línea especial para bebes inspirada en su hija, e Intivita La Flor, línea de cuidado íntimo para la mujer <a href=""https://www.last.fm/music/Yailin+la+Mas+Viral"">Read more on Last.fm</a>",6889040,112633
Farruko,Reggaeton (Origen: reggaeton),Canción,SAN MIGUEL,2024,2fKvuayw0yxS26ygJ5W71I,2AiMNlcCgtmsCcMCf1PPyw,SAN MIGUEL,2024,Farruko,"Farruko is a reggaeton and Latin pop singer from Puerto Rico. His given name is Carlos Efren Reyes, and he was born in Bayamon, Puerto Rico in 1991. At the age of 16, he began to post his songs under his stage name to MySpace. His first single, ""Sexo Fuera del Planeta,"" gained thousands of followers, and from there he explored the potential of other social media networks. Due to his massive success on the Internet, he came to the attention of Puerto Rican radio and music industry executives, who enlisted his vocal talents for other artists. <a href=""https://www.last.fm/music/Farruko"">Read more on Last.fm</a>",10376919,771829
FloyyMenor,Reggaeton (Origen: reggaeton),Canción,Gata Only (Remix),2024,0JGTfiC4Z41GEEpMYLbWwO,3j6Hr2FWIsjgTKWbfRx0tu,Gata Only (Remix),2024,FloyyMenor,"Alan Felipe Galleguillos, known professionally as FloyyMenor, is a Chilean singer and songwriter. After self-releasing singles since 2022, he eventually gained international prominence with his hit single ""Gata Only"" with Cris MJ, where he released it through UnitedMasters. <a href=""https://www.last.fm/music/FloyyMenor"">Read more on Last.fm</a>",15474215,644882
Bryant Myers,Reggaeton (Origen: reggaeton),Canción,Chi-Partner,2024,6zDNe5siIEoMYOx5m8nYfv,0kh4C95vVyBP8kP5PEK1rv,Chi-Partner,2024,Bryant Myers,"Bryan Robert Rohena Pérez, known professionally as Bryant Myers, is a Puerto Rican Latin trap and reggaeton singer and songwriter. Rohena was born in Loma Alta, Puerto Rico. He began sampling and making his own songs in 2013 and launched them on social media via his SoundCloud, Instagram and YouTube accounts. <a href=""https://www.last.fm/music/Bryant+Myers"">Read more on Last.fm</a>",6292021,184456
Omar Courtz,Reggaeton (Origen: reggaeton),Canción,P I E N S A S E N M I,2024,5dGVfomXd5Ncq05wQhHI47,3C5uwdRE5QRoXSGPPxpDd4,PRIMERA MUSA,2024,Omar Courtz,"Joshua Omar Medina Cortés (Carolina, Puerto Rico, 11 de octubre de 1997), conocido artísticamente como Omar Courtz, es un cantante y compositor puertorriqueño de los géneros reguetón, trap y Rhythm and blues latino. <a href=""https://www.last.fm/music/Omar+Courtz"">Read more on Last.fm</a>",8800894,190325
Mesita,Reggaeton (Origen: reggaeton),Canción,Una Foto Remix (feat. Emilia),2024,1kqH58eGh2ZTOHwqBIB2tM,4f47mbk3DOWJ16DXLnviMw,Una Foto Remix (feat. Emilia),2024,Mesita,"Mesita is the name of more than one artist:
1) US indie pop 
2) Uruguay rap/trap 

1) James Cooley AKA Mesita is an American multi-instrumentalist from Colorado. He started releasing music under The Frustration Corporation, a plunderphonics project. He released his debut album under Mesita, Cherry Blossoms, in June 2008, with his debut EP No Worries coming out around a year later. In 2010, he released his second EP Living/Breathing. The EP changed his sound from indie rock to a more polished indietronica/pop sound. <a href=""https://www.last.fm/music/Mesita"">Read more on Last.fm</a>",4205098,223839
Cris MJ,Reggaeton (Origen: reggaeton),Canción,SI NO ES CONTIGO,2024,5Uptvz6j1sjDKxidAcnH2L,4ecjQGViGCD4snnZ3QJOEL,SI NO ES CONTIGO,2024,Cris MJ,"Christopher Andrés Álvarez García , better known as Cris MJ, is a Chilean singer and songwriter, born on 16 September 2001; who achieved great international popularity in 2022 for the success of his song ""Una noche en Medellín"". He has managed to make collaborations and participations with other Chilean rappers and singers such as Pablo Chill-E, Pailita, among others.

His start in music began in 2019 and has been becoming popular in music since then, because he already had several highly successful songs. <a href=""https://www.last.fm/music/Cris+Mj"">Read more on Last.fm</a>",26853652,507016
Blessd,Reggaeton (Origen: reggaeton),Canción,POLOS OPUESTOS REMIX - BLESSD VERSION,2024,2ALQyXMC26Vew7JX7ert9M,2o89OBJVbw4BdBeyVOGanN,POLOS OPUESTOS REMIX (BLESSD VERSION),2024,Blessd,"Stiven Mesa Londoño (Itagüí, January 27, 2000), known by his stage name Blessd, is a Colombian singer, songwriter and sports manager.

In October 2021, he signed with Warner Music Latina and released his first studio album called ""Hecho en Medellín"". One of his songs was inspired by Octavio Mesa. His most popular song from the album, titled ""MEDALLO"", reached number 1 in Colombia and has more than 431 million views on YouTube. In March 2022, he was nominated for three Heat Latin Music Awards <a href=""https://www.last.fm/music/Blessd"">Read more on Last.fm</a>",9231696,241945
Cris MJ,Reggaeton (Origen: reggaeton),Canción,QUICKIE,2024,2chjKRTw1KKrIRHGf6K52T,19xHT83DlUuEB4QwJfQJig,QUICKIE,2024,Cris MJ,"Christopher Andrés Álvarez García , better known as Cris MJ, is a Chilean singer and songwriter, born on 16 September 2001; who achieved great international popularity in 2022 for the success of his song ""Una noche en Medellín"". He has managed to make collaborations and participations with other Chilean rappers and singers such as Pablo Chill-E, Pailita, among others.

His start in music began in 2019 and has been becoming popular in music since then, because he already had several highly successful songs. <a href=""https://www.last.fm/music/Cris+Mj"">Read more on Last.fm</a>",26853652,507016
