Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad,Nombre_Album,Año_Lanzamiento_Album,Artista_Principal_Album,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
Funky DL,funk (Origen: classic funk),Canción,Say What You Want,2024,0OqK5589zJsVN85eCXAKVe,4dbPuGp88rIKVKb24jM670,3,NEON II,2024,Funky DL,"Back in 1995 a 17-year-old MC took to the hip-hop scene in the UK. Armed only with a few demos and oblivious of how to prosper in the music industry, little did he know he would end up being one of the few pioneers of hip-hop in the UK.

Funky DL started earning props when his music received regular air play on stations such as Kiss FM, Choice FM and Radio one by the likes of veteran Jockeys such as DJ 279, Max LX and Dave VJ and Tim Westwood.

In <a href=""https://www.last.fm/music/Funky+DL"">Read more on Last.fm</a>",2122468,172955
SoulNectar,funk (Origen: classic funk),Canción,Diagnosis Delight,2024,48VnDcUrpk5wLai6gprjC3,603JmQQ1My9DLvJ6hfSdvD,1,"Funky Fever: Relaxing Funky Retro Game Music for Study, Work, & Chill",2024,SoulNectar," <a href=""https://www.last.fm/music/SoulNectar"">Read more on Last.fm</a>",1003,418
Funky DL,funk (Origen: classic funk),Canción,Daydream - Instrumental,2024,5f6q3HZp2dWG9RPynyrmMX,4R9HJ9pNkNidoSLDTSlJS2,3,Magic In the Rain,2024,Funky DL,"Back in 1995 a 17-year-old MC took to the hip-hop scene in the UK. Armed only with a few demos and oblivious of how to prosper in the music industry, little did he know he would end up being one of the few pioneers of hip-hop in the UK.

Funky DL started earning props when his music received regular air play on stations such as Kiss FM, Choice FM and Radio one by the likes of veteran Jockeys such as DJ 279, Max LX and Dave VJ and Tim Westwood.

In <a href=""https://www.last.fm/music/Funky+DL"">Read more on Last.fm</a>",2122468,172955
Funky DL,funk (Origen: classic funk),Canción,Both Eyes Closed,2024,7EGbHX508vPb0sgWUfCwUu,4dbPuGp88rIKVKb24jM670,6,NEON II,2024,Funky DL,"Back in 1995 a 17-year-old MC took to the hip-hop scene in the UK. Armed only with a few demos and oblivious of how to prosper in the music industry, little did he know he would end up being one of the few pioneers of hip-hop in the UK.

Funky DL started earning props when his music received regular air play on stations such as Kiss FM, Choice FM and Radio one by the likes of veteran Jockeys such as DJ 279, Max LX and Dave VJ and Tim Westwood.

In <a href=""https://www.last.fm/music/Funky+DL"">Read more on Last.fm</a>",2122468,172955
Funky DL,funk (Origen: classic funk),Canción,Only the Initials CM... - Instrumental,2024,6xlDlsujnHRdPgGgr3LUE2,4R9HJ9pNkNidoSLDTSlJS2,1,Magic In the Rain,2024,Funky DL,"Back in 1995 a 17-year-old MC took to the hip-hop scene in the UK. Armed only with a few demos and oblivious of how to prosper in the music industry, little did he know he would end up being one of the few pioneers of hip-hop in the UK.

Funky DL started earning props when his music received regular air play on stations such as Kiss FM, Choice FM and Radio one by the likes of veteran Jockeys such as DJ 279, Max LX and Dave VJ and Tim Westwood.

In <a href=""https://www.last.fm/music/Funky+DL"">Read more on Last.fm</a>",2122468,172955
Funky DL,funk (Origen: classic funk),Canción,The Look of Love - Lounge Version,2024,34RP7xAZnJ8LbOqVZUMxHG,7xSVmxzgmVixI4ZO9Poh2V,4,February's Dillounge,2024,Funky DL,"Back in 1995 a 17-year-old MC took to the hip-hop scene in the UK. Armed only with a few demos and oblivious of how to prosper in the music industry, little did he know he would end up being one of the few pioneers of hip-hop in the UK.

Funky DL started earning props when his music received regular air play on stations such as Kiss FM, Choice FM and Radio one by the likes of veteran Jockeys such as DJ 279, Max LX and Dave VJ and Tim Westwood.

In <a href=""https://www.last.fm/music/Funky+DL"">Read more on Last.fm</a>",2122468,172955
Maytree,funk (Origen: classic funk),Canción,Friday Night Funkin' Theme - acapella,2024,4ZsXNyv8UZVzUm7KNwWnx9,6uEaw8lNauD0pMsnwhXSto,2,"Y-MayTree Games, Vol. 1",2024,Maytree,"1]Maytree are a electronica band from chester and wales. There sound is a mixture of drum 'n bass, house, trip hop, jungle, techno and generic dance.
They are:

Scott - Lead vocals, Synth
Chris - Lead guitar, vocals
Duncan - bass guitar, vocals
Richard - Brass, Vocals, Synth, Sampling. 


2]Maytree is a Korean a cappella vocal group. 

The groups members are as follows:

Han Yun-Joo (한연주) - Soprano
Kang Soo-Kyung (강수경) - Alto
Choi Kyung-Young (최경영) - Tenor <a href=""https://www.last.fm/music/Maytree"">Read more on Last.fm</a>",49194,9895
Funky DL,funk (Origen: classic funk),Canción,Thy Mother & Father - Instrumental,2024,1s0f8IdUHugr54emCuNPtr,4e5P8GG5z6yY7dOvatcpkr,4,I am Reuben (Instrumentals),2024,Funky DL,"Back in 1995 a 17-year-old MC took to the hip-hop scene in the UK. Armed only with a few demos and oblivious of how to prosper in the music industry, little did he know he would end up being one of the few pioneers of hip-hop in the UK.

Funky DL started earning props when his music received regular air play on stations such as Kiss FM, Choice FM and Radio one by the likes of veteran Jockeys such as DJ 279, Max LX and Dave VJ and Tim Westwood.

In <a href=""https://www.last.fm/music/Funky+DL"">Read more on Last.fm</a>",2122468,172955
Eamon,funk (Origen: deep funk),Canción,Light Me on Fire,2024,5C48MRzWAVUVo8fZdRzalC,1kFSD3hBZNuIxKBZiLRJSr,25,Light Me on Fire,2024,Eamon,"There are at least two artists named Eamon

1. Staten Island vocalist Eamon appeared in late 2003, when his bold single ""F**k It "" took urban radio by storm. With its spare melody and stripped-down production — not to mention its profanity-laced dismissal of a two-timing lover — the song stood out immediately, and blew up request lines nationwide. Jive jumped on the fervor, fast-tracking a video for ""F**k It,"" and slating a full-length LP for January '04. <a href=""https://www.last.fm/music/Eamon"">Read more on Last.fm</a>",1985320,335666
Alok,funk (Origen: deep funk),Canción,"Deep In Your Love - Dimitri Vegas & Like Mike, Ben Nicky & Dr Phunk Remix",2024,1CZVSkJAmXYKnWrQOcfnLi,2xWaZ911TiVgqY3Fu5IUfh,48,"Deep In Your Love (Dimitri Vegas & Like Mike, Ben Nicky & Dr Phunk Remix)",2024,Alok,"Alok Achkar Peres Petrillo (born August 26, 1991) is a Brazilian musician, DJ and record producer. He is known for his single ""Hear Me Now"". In 2021, Alok was ranked the 4th best DJ in the world by DJ Mag, being the highest position occupied by a Brazilian.

Alok has become one of the most prominent icons in the Brazilian electronic scene, with honors and awards, such as ""Best DJ in Brazil"" by House Mag in 2014 and 2015, and being the only Brazilian in the top 25 in the world the following year by DJ Mag magazine. <a href=""https://www.last.fm/music/Alok"">Read more on Last.fm</a>",24117575,1182170
Jordan Astra,funk (Origen: deep funk),Canción,After Midnight,2024,3d1dJkyKCkNryh1QfLc7E4,5zHs3A7vJQgHLRfoFULxp5,45,FAR DEEPER,2024,Jordan Astra,"Jordan Astra is an Indonesian-Canadian singer / songwriter / producer based in Toronto. A student of Soul and R&B, Astra has created a sound that blends the musical stylings of Pharrell and Jamiroquai with subtle influences of Bruno Mars, SG Lewis, and Lucky Daye to create something uniquely his own.

The last 12 months have been special for Jordan. In late 2023, he independently released ‘Man From East’, an EP that explores the depths of Jordan’s journey from Australia returning back to his home in Canada and starting from scratch. <a href=""https://www.last.fm/music/JORDAN+ASTRA"">Read more on Last.fm</a>",188586,41757
Scruscru,funk (Origen: deep funk),Canción,Fool 2 Luv U,2024,4HIitODqxYibZrODaT6oif,6Aj8b2jJuq52ebzTtbr54F,36,Fool 2 Luv U,2024,Scruscru," <a href=""https://www.last.fm/music/scruscru"">Read more on Last.fm</a>",116097,19770
Alexander IV,funk (Origen: deep funk),Canción,Hanbury,2024,0xncniHjN14nnn4Hj3jrE2,6Phhe0teEhbRvfnsyKLkFr,33,Hanbury,2024,Alexander IV," <a href=""https://www.last.fm/music/Alexander+IV"">Read more on Last.fm</a>",83332,29286
Technimatic,funk (Origen: deep funk),Canción,Deep Sands,2024,6KzjV5qjy0nVLmIJEVQZGE,0gFh8KlHdYNBmFdLkW0Kyl,11,Lunar,2024,Liquicity,"Technimatic  is the collaborative effort of drum and bass producers Peter Rogers, aka Technicolour and Andy Powell, aka Komatic from London, UK.

Having started making music together back in 2007 as Technicolour & Komatic, releasing their first record ‘Preacher’ on Technique’s sister imprint Worldwide Audio, little could be known of what the future had in store. Since then the duo have gone on to release their liquid-infused blend of hyper-coloured drum and bass on labels such as Critical <a href=""https://www.last.fm/music/Technimatic"">Read more on Last.fm</a>",2235827,128376
Technimatic,funk (Origen: deep funk),Canción,Deep Sands,2024,0Q9nnvugjLtCxXdfV5TP8H,6CoNQ5MVikUxaYbBfc6snQ,20,Deep Sands,2024,Technimatic,"Technimatic  is the collaborative effort of drum and bass producers Peter Rogers, aka Technicolour and Andy Powell, aka Komatic from London, UK.

Having started making music together back in 2007 as Technicolour & Komatic, releasing their first record ‘Preacher’ on Technique’s sister imprint Worldwide Audio, little could be known of what the future had in store. Since then the duo have gone on to release their liquid-infused blend of hyper-coloured drum and bass on labels such as Critical <a href=""https://www.last.fm/music/Technimatic"">Read more on Last.fm</a>",2235827,128376
Patrick DJ,funk (Origen: deep funk),Canción,Eu Tô Boladão,2024,4FstNKO7jHlgZsHCLzbuwc,082d6lhUWv8jen339D7jDN,42,Eu Tô Boladão,2024,Patrick DJ," <a href=""https://www.last.fm/music/Patrick+DJ"">Read more on Last.fm</a>",404844,60162
Toyota Playa,funk (Origen: deep funk),Canción,Deep Cold,2024,7LdPMdpp2EAivGbAYdRAMG,53TMMqAw4LUmTaKAiNsOci,20,Deep Cold,2024,Toyota Playa," <a href=""https://www.last.fm/music/TOYOTA+PLAYA"">Read more on Last.fm</a>",9331,1559
DJ DANLIVE,funk (Origen: deep funk),Canción,Quer Viver o Momento,2024,0wsUVecRsnYmI6GhrUwGVG,7L3OHwn0mQE93JRy9jqhvU,51,Quer Viver o Momento,2024,DJ DANLIVE," <a href=""https://www.last.fm/music/Dj+Danlive"">Read more on Last.fm</a>",74863,11771
The Rollin' Deep,funk (Origen: deep funk),Canción,Funky Scoots,2024,5Ydkh8LcmDQmduNRKJc54r,3vrAFzI2cZKMr74Osrp5hy,35,Funky Soul Searchin',2024,The Rollin' Deep," <a href=""https://www.last.fm/music/The+Rollin%27+Deep"">Read more on Last.fm</a>",110892,17104
DJ Dark,funk (Origen: deep funk),Canción,All of Me,2024,4CDv7mmdkOAR64esaZn7dV,3yg2CLYlfD7N9ZP5wONTNa,21,All of Me,2024,DJ Dark,"Biografie
In 2008 lanseaza primul track produs in studioul Whiteeffect Studio ce se intituleaza “You gonna Fight” ce inregistreaza un succes neasteptat pe vremea aceea.In acelasi an o cunoaste si pe Dora care accepta sa fie vocea pentru al doilea single semnat “Dj Dark ft Dora – Someday”.
La inceputul anului 2010 incepe colaborarea cu postul de radio VIBE FM unde devine din ce in ce mai apreciat datorita dorintei sale de a oferi seturi cat mai pozitive ascultatorilor. <a href=""https://www.last.fm/music/Dj+Dark"">Read more on Last.fm</a>",331044,40659
DELACOUR,funk (Origen: deep funk),Canción,Desert Funk,2024,2ie5YkVTJAUYzV9xY8sCmI,4eN1f1mzdOnj9x3QiNh0EF,28,Desert Funk,2024,DELACOUR," <a href=""https://www.last.fm/music/Delacour"">Read more on Last.fm</a>",589468,103103
Psycho Playa,funk (Origen: deep funk),Canción,Come to Deep,2024,7FS9HNDJJKQqtNtGkQJuD3,7C9BrFI3RHOhPN8x7F8hOd,35,Your Last Deep,2024,Psycho Playa," <a href=""https://www.last.fm/music/PSYCHO+PLAYA"">Read more on Last.fm</a>",168957,18598
Dousk,funk (Origen: deep funk),Canción,Last Night,2024,4g3iOFjDLZev3aWYB3H0f2,3OfKvnUkNxd0HVltH1CNYg,28,Last Night,2024,Dousk,"John Ntouskos, aka Dousk, is a new artist from Greece. 
Born in Athens in 1979, he completed his classical music studies in 1999. The studies included classical piano, jazz and electronic music production/engineering. 

Dousk, along with Jose Zamora, is the founder of the JDK Project. 

He is currently studying economics at the University of Patras in Greece, though most of his time is spent in front of a computer in his home studio. dousk has also produced music for radio and TV ads during the past two years.  <a href=""https://www.last.fm/music/Dousk"">Read more on Last.fm</a>",601825,58633
Stef Davidse,funk (Origen: deep funk),Canción,SAME MAN,2024,5N0T9xlcaNTwy1xjoNocaJ,6c3AAEruLHeKmncAEk5HMP,32,SAME MAN,2024,Stef Davidse," <a href=""https://www.last.fm/music/Stef+Davidse"">Read more on Last.fm</a>",65030,11577
Joe Vanditti,funk (Origen: deep funk),Canción,Funkmania - Original Mix,2024,5JHVKZIaFughhKCZyQfPF6,6VG8pXtidNG0xB2XLz9MZq,31,Funkmania,2024,Joe Vanditti," <a href=""https://www.last.fm/music/Joe+Vanditti"">Read more on Last.fm</a>",20844,4327
ColorJaxx,funk (Origen: deep funk),Canción,When You Find - Original Mix,2024,1hXBJ2vVfN7QrT2emodW0J,3VJNcL0aDUZXEd46yryi71,24,When You Find (Original Mix),2024,ColorJaxx," <a href=""https://www.last.fm/music/ColorJaxx"">Read more on Last.fm</a>",20003,4757
Philippa,funk (Origen: deep funk),Canción,Blue Skies - Fouk Remix,2024,40mSrQgcwESMd3GruUKAHg,1Kd3U764E7ZJsoo9Fl9eFt,29,Blue Skies (Fouk Remix),2024,Philippa," <a href=""https://www.last.fm/music/Philippa"">Read more on Last.fm</a>",9875,3159
Nari,funk (Origen: deep funk),Canción,Sweet Deep,2024,3DRemgHXAllj5OeIHu0l4P,6BIMTJ2IuMUtUd4dTTuUEF,12,Sweet Deep,2024,Nari,"Melancholia (nari) is a 17 year old agender musician from South Africa. Her first recorded song was under an unknown alias and released in March of 2019. Since then, she has expanded continuously and developed her sound as an artist predominant in the Hyperpop scene <a href=""https://www.last.fm/music/nari"">Read more on Last.fm</a>",214561,49789
Cameron Jack,funk (Origen: deep funk),Canción,Funky Lover,2024,0aB3RfnstLAlElZvBdQv7S,0qT6MhsfVQvgWFWHpnmHhW,15,Just Wanna Dance,2024,Cameron Jack," <a href=""https://www.last.fm/music/Cameron+Jack"">Read more on Last.fm</a>",4282,1537
Gentleman (DJ),funk (Origen: deep funk),Canción,Princess Syndrome - Wise Funk Remix,2024,1GrVOKxMz8BqyLYmmDsiL8,3nZyccoLaKceoxre33zSKA,30,Princess Syndrome (Wise Funk Remix),2024,Gentleman (DJ)," <a href=""https://www.last.fm/music/Gentleman+(DJ)"">Read more on Last.fm</a>",16153,2188
Jo Paciello,funk (Origen: deep funk),Canción,From the Ghetto - Deep Jazz Radio Mix,2024,5U68C7mjjxiZ76KyWI5owi,7r8qmaU8VLM2U6GyHip4MW,27,The Autumn Radio Collection,2024,Jo Paciello,"Jo Paciello is one of the most talented and intreseting artist in the Jaking House Division. Grown in the 90's, the golden age of house, today he's always in the Jaking House top Charts. <a href=""https://www.last.fm/music/Jo+Paciello"">Read more on Last.fm</a>",46699,8676
Funk Cartel,funk (Origen: deep funk),Canción,Energy Cycle - Original Mix,2024,1HXgcCM0nzG8PVA2frKZC7,2g69nxboMvYo8zUmotb8dz,20,Energy Cycle EP,2024,Funk Cartel," <a href=""https://www.last.fm/music/Funk+CarteL"">Read more on Last.fm</a>",34990,7693
Sergio Helou,funk (Origen: deep funk),Canción,Funky Deep (Sunset Sunset Remix) - remix,2024,1s4Rp6k3b3ELvgRS9NZYUA,73ySPcxIa6xEDthA9x8THV,1,Funky Deep (Sunset Remix) Remastered,2024,Sergio Helou," <a href=""https://www.last.fm/music/Sergio+Helou"">Read more on Last.fm</a>",1236,705
Baka G,funk (Origen: deep funk),Canción,In Circles,2024,1WgCtxplhe1te3xarF5HBX,2B9aXfZh1J2MMAf8IrvktH,21,In Circles,2024,Baka G," <a href=""https://www.last.fm/music/Baka+G"">Read more on Last.fm</a>",17348,4591
Chet Baker,funk (Origen: deep funk),Canción,Funk in Deep Freeze,2024,3jp7bWwjb2s7Otyewb1Kc7,01FwpQP88PwU2y2LZATUQc,16,Signature,2024,Chet Baker,"Chesney Henry ""Chet"" Baker, Jr. (December 23, 1929 – May 13, 1988) was an American jazz trumpeter, flugelhornist and vocalist.
Baker earned much attention and critical praise through the 1950s, particularly for albums featuring his vocals (Chet Baker Sings, It Could Happen to You). Jazz historian David Gelly described the promise of Baker's early career as ""James Dean, Sinatra, and Bix, rolled into one."" His well-publicized drug habit also drove his notoriety and fame <a href=""https://www.last.fm/music/Chet+Baker"">Read more on Last.fm</a>",50163673,1805728
Never Dull,funk (Origen: deep funk),Canción,Believe,2024,1hHGlRSwjgELTv5L7ZX55O,4DjRoqihbZTEVdjdzmHyql,25,Secret Stash Collection 2,2024,Never Dull,"Born and raised in San Diego, Never Dull mixes his Latin American heritage with the Californian vibes he has always known to produce his energizing groovy sound and share nothing but positive vibes with dance music lovers around the globe.
 
Producing tracks since 2017, Never Dull has released more than 100 official tracks including original productions, disco edits, and remixes ranging from old classic house to nu-disco. Along the way, he has received support from DJs like Disclosure <a href=""https://www.last.fm/music/Never+Dull"">Read more on Last.fm</a>",570085,78440
RUZE,funk (Origen: deep funk),Canción,FUTUR,2024,1YyN7HdtdZdzIYfYbE6NUf,3ZdMf6kjyZbRCZ5dZQyOWW,35,Journey LP,2024,RUZE,"With releases on labels PIV, Elrow, Toolroom, Abode, Etiquette, Rawsome and many more; Ruze have forged a direct path through House music with their trademark sound, garnering DJ support from the likes of Prunk, Chris Stussy, Toman, Josh Butler, MK, Wade, Latmun, Mark Knight, Format B, Prok & Fitch, Hector Couto, and Russ Yallop to name a few. Expect quality productions and infectious grooves from the UK’s newest exports. <a href=""https://www.last.fm/music/Ruze"">Read more on Last.fm</a>",242527,32805
Jordan Astra,funk (Origen: deep funk),Canción,Pocket Change,2024,6Idi9LJfUXnEycEItDViBd,5zHs3A7vJQgHLRfoFULxp5,35,FAR DEEPER,2024,Jordan Astra,"Jordan Astra is an Indonesian-Canadian singer / songwriter / producer based in Toronto. A student of Soul and R&B, Astra has created a sound that blends the musical stylings of Pharrell and Jamiroquai with subtle influences of Bruno Mars, SG Lewis, and Lucky Daye to create something uniquely his own.

The last 12 months have been special for Jordan. In late 2023, he independently released ‘Man From East’, an EP that explores the depths of Jordan’s journey from Australia returning back to his home in Canada and starting from scratch. <a href=""https://www.last.fm/music/JORDAN+ASTRA"">Read more on Last.fm</a>",188586,41757
Mentol,funk (Origen: deep funk),Canción,Bad Dreams,2024,3LP1vuC70veY9vKSBl8SsQ,7ANhVwxiPyJtaEyiyrjgoN,19,Bad Dreams,2024,Mentol," <a href=""https://www.last.fm/music/Mentol"">Read more on Last.fm</a>",50419,11069
The Dip,funk (Origen: deep funk),Canción,Cover Your Tracks,2024,2ummsa24vFGtlWuaHjwwOs,6C8U1GaZoEocQR4CqvW9SK,26,Love Direction,2024,The Dip,"The Dip is an electrifying nine-piece soul band from Seattle, Washington. Featuring three members of Beat Connection, the band toes the line between crooning soul and hard-driving funk. Featuring crunchy lines from the Honeynut Horns, The Dip is a throwback groove that is sure to get you movin'.   <a href=""https://www.last.fm/music/The+Dip"">Read more on Last.fm</a>",2893657,237946
ONIMXRU,funk (Origen: deep funk),Canción,DEEP FUNK MONTAGEM ADRENALINA,2024,1qDvt1z1PDedgtJN8cVcRa,3AUWKBy3qX4lTnDHFVqUG1,21,DEEP FUNK MONTAGEM ADRENALINA,2024,ONIMXRU," <a href=""https://www.last.fm/music/ONIMXRU"">Read more on Last.fm</a>",2671046,237886
Deepmore,funk (Origen: deep funk),Canción,Love You - Saison Remix,2024,3eQr29PXm14vcKG5waIdJ4,7DAzht3DhjeSwonVSKvuqI,10,Love You / Babe (Saison Remix),2024,Deepmore," <a href=""https://www.last.fm/music/Deepmore"">Read more on Last.fm</a>",1689,706
Deep Roger,funk (Origen: deep funk),Canción,Make Love Great Again - Original Mix,2024,7zx0kWjhIh5UwJ7FKZ1diE,4Bx1FiXdTsygzeYLO5t2xI,29,Make Love Great Again,2024,Deep Roger," <a href=""https://www.last.fm/music/Deep+Roger"">Read more on Last.fm</a>",927,308
Slavik,funk (Origen: deep funk),Canción,Deep Kisses - Villybon Remix,2024,4r5Gu4fP5VCH2jcnEue6yC,6ebI4eNda1V0uBnYPTcYDt,32,Deep Kisses (Villybon Remix),2024,Slavik," <a href=""https://www.last.fm/music/Slavik"">Read more on Last.fm</a>",154112,12049
22DEADROSES,funk (Origen: deep funk),Canción,Knee Deep,2024,2FrPnMaB911IgMFmcD3Qer,3tGiu8awwxrvM4vDzLQcOd,23,Knee Deep,2024,22DEADROSES," <a href=""https://www.last.fm/music/22DEADROSES"">Read more on Last.fm</a>",4710,1549
Music P,funk (Origen: deep funk),Canción,U Got Me Dancing - Radio Edit,2024,3Ve725pdNmdrS2IYb1zSLk,3SvgnfS05c2DlMp5rLM1WN,20,U Got Me Dancing (Radio Edit),2024,Music P," <a href=""https://www.last.fm/music/Music+P"">Read more on Last.fm</a>",42593,11898
Alex Finkin,funk (Origen: deep funk),Canción,House Music Is... - N.W.N. Side A Mix,2024,6YTMb6ziOGfVYKheMcEgp8,4LIjcQTpjrtD1eX53T1fso,16,House Music Is (N.W.N. Side A Mix),2024,Alex Finkin," <a href=""https://www.last.fm/music/Alex+Finkin"">Read more on Last.fm</a>",2578,710
Kolya Funk,funk (Origen: deep funk),Canción,Ello,2024,601LwXRXggUA1DYMIztMfy,70HrWYa0xmJqiM9DMyAllt,35,Ello,2024,Kolya Funk," <a href=""https://www.last.fm/music/Kolya+FUNK"">Read more on Last.fm</a>",39830,8469
Sergio Helou,funk (Origen: deep funk),Canción,Sergio Helou - Deep Funk 2020 (Original Mix) Remastered,2024,5LVuU2fDjqG34nxXeSrOd8,4Buld3rX52OSDzWbKT6RdZ,1,Sergio Helou - Deep Funk 2020 (Remastered),2024,Sergio Helou," <a href=""https://www.last.fm/music/Sergio+Helou"">Read more on Last.fm</a>",1236,705
Sergio Helou,funk (Origen: deep funk),Canción,Funky Deep (Sunset Radio Edit) - remix,2024,5aqdAeAOQkax63f6z3Ptv1,73ySPcxIa6xEDthA9x8THV,3,Funky Deep (Sunset Remix) Remastered,2024,Sergio Helou," <a href=""https://www.last.fm/music/Sergio+Helou"">Read more on Last.fm</a>",1236,705
Micky More & Andy Tee,funk (Origen: deep funk),Canción,Deep Into Soul - Extended Mix,2024,3jTgGRMbTtP0xf436jTJR2,6x459oE7G00SaIfhygm1tz,17,"Music With Logenvity, Vol. 7",2024,Micky More & Andy Tee," <a href=""https://www.last.fm/music/Micky+More+&+Andy+Tee"">Read more on Last.fm</a>",25456,6563
Gruuve,funk (Origen: deep funk),Canción,Vibeyyy - Original Mix,2024,4wb3TZgG9Zq6343eLq078i,5RZ495z0BwxdvaX4KkVShn,38,Vibeyyy,2024,Gruuve," <a href=""https://www.last.fm/music/Gruuve"">Read more on Last.fm</a>",24217,5593
Sergio Helou,funk (Origen: deep funk),Canción,Sergio Helou - Deep Funk 2020 (Radio Edit) Remastered,2024,7qvOagA4vybAUGBanc7F9T,4Buld3rX52OSDzWbKT6RdZ,3,Sergio Helou - Deep Funk 2020 (Remastered),2024,Sergio Helou," <a href=""https://www.last.fm/music/Sergio+Helou"">Read more on Last.fm</a>",1236,705
Tobtok,funk (Origen: deep funk),Canción,Complicate It,2024,6sF9xywJzoCAdDcHeqqAfE,0z0kAoOGiTi9prRcjlPyRV,47,Complicate It,2024,Tobtok,"30-year-old Tobtok aka Tobias Karlsson leads the new wave of Swedish electronic music DJ / producers. With over 400 million streams globally and consistent support across BBC Radio 1, KISS FM, Capital and more, including spins from Mistajam, Pete Tong, Scott Mills, Charlie Hedges, and Joel Corry, Tobtok continues to prove he is a rare talent. His single “New Levels“ was certified BBC Radio Tune of The Week and seems certain to become his biggest hit yet. <a href=""https://www.last.fm/music/Tobtok"">Read more on Last.fm</a>",1018879,165187
Kolya Funk,funk (Origen: deep funk),Canción,Dragostea Din Tei,2024,5yECwKqy3zH1vRaioWysLv,6CvjNYLv5GajLZHbpzttyX,48,Dragostea Din Tei,2024,Kolya Funk," <a href=""https://www.last.fm/music/Kolya+FUNK"">Read more on Last.fm</a>",39830,8469
Kolya Funk,funk (Origen: deep funk),Canción,"You’re My Heart, You’re My Soul",2024,2UTtePlxRzbSqLq48HhwHm,0qbck7HLDVz0z8k9c9wNd6,53,"You’re My Heart, You’re My Soul",2024,Kolya Funk," <a href=""https://www.last.fm/music/Kolya+FUNK"">Read more on Last.fm</a>",39830,8469
AYYBO,funk (Origen: deep funk),Canción,All We Need (Deep Inside),2024,4QH1B0fYwxCmFkY8bxhocr,18DfikKMks3PcTBfNIhBr9,59,All We Need (Deep Inside),2024,AYYBO,"AYYBO (Aaron Bonnema) is a house producer and DJ from Southern California, known for his high-energy tech-house tracks and viral hits like “Hypnosis”, which even earned an official Pitbull remix. Starting as a drummer and school DJ, AYYBO turned his passion into a career, blending hip-hop, bass, and house influences. His catchphrase “GDB” (“Goddamn, baby”) became a symbol of positivity among fans. With a playful, visual approach to music and social media, he’s now touring and expanding his GDB Records label. <a href=""https://www.last.fm/music/AYYBO"">Read more on Last.fm</a>",1486576,171761
Nut-K,funk (Origen: deep funk),Canción,Deep In The Woods,2024,4jCJYKWL4mmOl45TU05XhB,1hconXn2qORCRqAfx5HHR6,0,Deep In The Woods,2024,Nut-K,"Nut-K first began DJing in his early teenage years. Before long he was making mixtapes for his buddies. One thing led to the other, and eventually, he had to try my skills as a musician. He hasn’t exactly been super devoted to getting his music out in the world. To him, it’s always been more about having fun and enjoying the process. He still does, although the creation process these days looks quite different from the early years. <a href=""https://www.last.fm/music/Nut-k"">Read more on Last.fm</a>",851,185
Zar,funk (Origen: deep funk),Canción,Deep Dive,2024,6VOUHLsp7YAaUiKCgcjcSA,74XgLqMwzL7Sixo6wEXoHG,11,Deep Dive,2024,Zar,"Zar, also known as The Shanbehzadeh Ensemble (Persian: گروه شنبه زاده) is an Iranian folk-jazz band, formed in Bushehr, Iran in 1990. The band offers a rare perspective on the traditional music and dance of the Persian Gulf, more specifically that of the southern Iranian coast. The principal instruments of the ensemble are the neyanbān (bagpipe), ney-jofti (flute), dammām (drum), zarbetempo (percussion), traditional flute, senj (cymbal) and boogh (a goat's horn). <a href=""https://www.last.fm/music/Zar"">Read more on Last.fm</a>",89505,13017
8nine Muzique,funk (Origen: deep funk),Canción,Deep House Funky,2024,0dYKNaOzK2OsyROWU7kaqU,1R0q8oUwK21NE6xsLswpzQ,17,Somewhere In Pretoria II,2024,8nine Muzique," <a href=""https://www.last.fm/music/8nine+Muzique"">Read more on Last.fm</a>",2140,341
Hippiehaus,funk (Origen: deep funk),Canción,Funky Love Train,2024,6olF6tBX47t7hupRKLt896,0wV3ayHUsO1j4KSx8wwrEe,5,Funky Love Train,2024,Hippiehaus," <a href=""https://www.last.fm/music/Hippiehaus"">Read more on Last.fm</a>",85333,19085
The Rollin' Deep,funk (Origen: deep funk),Canción,I Want Your Love,2024,0T8Q9a7VPzzNGHRloOSswM,3vrAFzI2cZKMr74Osrp5hy,45,Funky Soul Searchin',2024,The Rollin' Deep," <a href=""https://www.last.fm/music/The+Rollin%27+Deep"">Read more on Last.fm</a>",110892,17104
Amapiano Trending Vibes,funk (Origen: deep funk),Canción,Funk 99,2024,6Tw61gcX1gmXpEdnGVdqL2,521oaTFmEZxT8AiPGqm5bO,29,Funk 99,2024,Amapiano Trending Vibes," <a href=""https://www.last.fm/music/Amapiano+Trending+Vibes"">Read more on Last.fm</a>",297,127
Soultask,funk (Origen: deep funk),Canción,Funkistan,2024,6dISj4Tx9XjCrDTc2CewjD,58K6WiNNGlYF1f5NTdDuEB,2,Funkistan,2024,Soultask," <a href=""https://www.last.fm/music/Soultask"">Read more on Last.fm</a>",134,53
