Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
Sky Sailing,Reggaeton (Origen: Pop Rock),Canción,Sailboats,2010,5E4aDiT6qo8bKLFl26euBS,7GdjIv22xHMYk7usRFzW8M,33,"Sky Sailing is a side project of Adam Young, the artist behind Owl City, Port Blue, Color Therapy, Insect Airport, and Seagull Orchestra. The songs on the album, An Airplane Carried Me To Bed, were written before he started Owl City.

The debut album An Airplane Carried Me To Bed   is a step into the past, the documented account of a shy boy from Minnesota with more hopes and dreams than he knew what to do with. When you listen to this record, you can hear naivety, innocence, inexperience and the wide-eyed imaginings of a wishful thinker.  <a href=""https://www.last.fm/music/Sky+Sailing"">Read more on Last.fm</a>",2159206,89052
Yodelice,Reggaeton (Origen: Pop Rock),Canción,Lady In Black,2010,1CWWABKiXJiHfeNhdqlClB,5evLNpow1p6ShqkT42Hlek,30,"Yodelice (real name Maxim Nucci) was born on February 23, 1979 in Créteil, France. At 6, he joined the Conservatoire & learnt guitar. At 15, he joined London's Musician Institute, where he became the youngest guitar teacher. Playing bass, guitar & keyboards, Maxim has been noticed by Santi in 2001 & signed to Mercury. Collaborations followed... 
After his first album Maxim Nucci in 2006, Maxim went on tour. He has been Vanessa Paradis' supporting <a href=""https://www.last.fm/music/Yodelice"">Read more on Last.fm</a>",1678125,112908
Ghinzu,Reggaeton (Origen: Pop Rock),Canción,Mirror Mirror,2010,3uFbWivoF41dnhbUrZluZq,7nBTGbdkqdr97DzZPnkh45,26,"Ghinzu is an Alternative rock band from Belgium. They were formed in 1999 by a group of musicians who had been on the Belgian rock scene for a number of years, named after a Japanese knife-brand. The current line-up consists of John Israel (also known as ""John Stargasm"") (vocals, keyboard), Mika Nagazaki (bass), Greg Remy (guitar), Antoine Michel (drums), Jean Waterlot (keyboard, guitar). Former members include Kris Dane (keyboard, guitar), Fabrice Georges (drums) and Sanderson Poe (contrabass). <a href=""https://www.last.fm/music/Ghinzu"">Read more on Last.fm</a>",3815962,139410
Skank,Reggaeton (Origen: Pop Rock),Canción,Fotos na Estante - Versão Estúdio,2010,5d2VMslUNE6t3PzvWcSCt7,3dxaEDHfCKoEb3SkOmZbnJ,41,"Skank is a pop/rock/reggae band in Brazil. The band started 1991, in Belo Horizonte, Minas Gerais.

The debut album, Skank (1993), was successful around the underground circuit. The second album, ""Calango"", came out in 1994 . “É Proibido Fumar”, “Te Ver”, “Pacato Cidadão”, “Jackie Teckila” and “Esmola” were the biggest hits.

In 1996, “Garota Nacional”, the single of ""O Samba Poconé"" gave Skank international success. The band travelled around the world, performing in Latin America, United States and Europe. <a href=""https://www.last.fm/music/Skank"">Read more on Last.fm</a>",22079809,650656
LISA,Reggaeton (Origen: Rock),Canción,Rockstar,2024,6vvPecFTmWxDfEJ6cYT1wa,7wIIhHPyaxAHRvdNQQO2G9,75,"There are at least eight known artists with the name ""Lisa"": two are from Japan, one from Thailand who based in South Korea, one from France, two from Holland, one from USA, and one from Italy. 

1) Risa Oribe (織部里沙 Oribe Risa, born June 24, 1987), better known by her stage name LiSA  is a Japanese singer signed to Aniplex under Sony Music Artists. Her stage name is an acronym for 'Love is Same All', a band she formed in 2008. She is known <a href=""https://www.last.fm/music/Lisa"">Read more on Last.fm</a>",119989486,1848293
Stepz,Reggaeton (Origen: Rock),Canción,Rock,2024,6dXjUMjFxfAX4F2dHKqQzf,4teIzIcBlCmrMrJ0asA1iq,72,"Stepz is a rapper, dancer, comedian and actor from Croydon in South London. 
He is mostly known for his POV comedy skits on TikTok but has shown an ability to switch flows on beats as well. <a href=""https://www.last.fm/music/Stepz"">Read more on Last.fm</a>",1605275,149625
Mk.gee,Reggaeton (Origen: Rock),Canción,ROCKMAN,2024,63ABAnFKJCp28TAyqf2cGL,6IhX5HhXNXC8l0vv7QCrrK,65,"Michael Todd Gordon (born September 27, 1996), better known by his stage name Mk.gee, is an American singer-songwriter, music producer, and multi-instrumentalist. His career began in 2017 with the release of his debut single, ""I Know How You Get"". In 2018, he followed up with two EPs, Pronounced McGee, and Fool, before releasing his debut mixtape, A Museum of Contradiction, in 2020. In 2024, Gordon released his debut studio album, Two Star & the Dream Police. <a href=""https://www.last.fm/music/Mk.gee"">Read more on Last.fm</a>",28633223,671371
LISA,Reggaeton (Origen: Rock),Canción,Rockstar - Extended,2024,01prGWjCTxKBxJc400zwvQ,7wIIhHPyaxAHRvdNQQO2G9,60,"There are at least eight known artists with the name ""Lisa"": two are from Japan, one from Thailand who based in South Korea, one from France, two from Holland, one from USA, and one from Italy. 

1) Risa Oribe (織部里沙 Oribe Risa, born June 24, 1987), better known by her stage name LiSA  is a Japanese singer signed to Aniplex under Sony Music Artists. Her stage name is an acronym for 'Love is Same All', a band she formed in 2008. She is known <a href=""https://www.last.fm/music/Lisa"">Read more on Last.fm</a>",119989486,1848293
Laza Bossa,Reggaeton (Origen: Rock),Canción,Rocket Man,2024,0QB1NVNCCA3N504utVOEnl,7AalO4AcrtP2Tn3UFNDZGF,58," <a href=""https://www.last.fm/music/Laza+Bossa"">Read more on Last.fm</a>",87194,7598
blaze,Reggaeton (Origen: Rock),Canción,rock u,2024,2zPoFw39nPZHdPrF7ZO7po,5ydmUWAIlKneupa9JFJeRf,64,"There are multiple artists called Blaze: two British heavy metal bands, an American house band, an American MC, two Japanese bands one playing hardcore and the other Heavy Metal .

1. For the heavy metal band started by the former Iron Maiden singer, see Blaze Bayley. Blaze (sometimes written as B L A Z E for disambiguation) was the former name of Bayley's solo project until 2007.

2. Blaze (New Jersey, USA), a house production team from 1984 onwards. <a href=""https://www.last.fm/music/Blaze"">Read more on Last.fm</a>",2507671,289563
C.R.O,Reggaeton (Origen: Rock),Canción,Rock and Roll,2024,3A8tJaA4tkoKhw5i8paUkf,6UBXXDhCP0O3rVT14pkZ6Z,55,"Tomás Manuel Campos (11/09/1998), conocido artísticamente como C.R.O, es un cantante del genero urbano nacido en la provincia de Neuquén, Argentina.

Pertenece a la Crew de Bardero$ y junto a Homer el Mero Mero se formo un dúo que da de que hablar cuando sacan canciones juntos.

Sus comienzos se basan en las competencias de Rap bajo el nombre de “Crackero”, aunque no logro tanto reconocimiento como muchos cantantes, Tomas empezó a hacer música mucho antes de que la escena lograra crecer. <a href=""https://www.last.fm/music/+noredirect/C.R.O"">Read more on Last.fm</a>",11450685,112298
ILYAA,Reggaeton (Origen: Rock),Canción,Rockafeller Skank,2024,2CeMzUrbykkE7QWA3qlXvx,4VzJuJaV7gtjJhXMLEt9WD,57," <a href=""https://www.last.fm/music/ilyaA"">Read more on Last.fm</a>",313138,52095
Tommy Twinkle,Reggaeton (Origen: Rock),Canción,Rock a Bye Baby,2024,5KfYxTK6oE9zBzI8YO7FkT,3lIpu7GkU0vTJcE6M43VLk,61," <a href=""https://www.last.fm/music/Tommy+Twinkle"">Read more on Last.fm</a>",539237,13379
JHAYCO,Reggaeton (Origen: Rock),Canción,Vida Rockstar,2024,3HJdVteZQwALBdlr0VFlBZ,67JIMv9vCB2ukBdEbtUmUG,57,"Jesús Manuel Nieves Cortez (born April 9, 1993), known professionally as Jhayco (formerly Jhay Cortez), is a Puerto Rican singer and rapper from Río Piedras, San Juan. After releasing multiple EPs, his debut studio album, Famouz, was released in 2019. The album contained features from J Balvin, Bad Bunny, Rafa Pabön, C. Tangana, Almighty, Tainy & Zion y Lennox. The album also contained his breakout songs No Me Conoce and No Me Conoce - Remix.
 <a href=""https://www.last.fm/music/Jhayco"">Read more on Last.fm</a>",15731377,394846
La Fúmiga,Reggaeton (Origen: Rock),Canción,JA DORMIRÉ,2024,6v3cZ9bz8neNaUxsIKxfct,67td7rdI6lEv6qW4URfHGT,53," <a href=""https://www.last.fm/music/La+F%C3%BAmiga"">Read more on Last.fm</a>",427245,9648
Oques Grasses,Reggaeton (Origen: Rock),Canción,TOCA,2024,2SeIg5c4s8FgpFNitpsdQy,1t6Jah2zqajQcbbSMd5gHj,56," <a href=""https://www.last.fm/music/Oques+Grasses"">Read more on Last.fm</a>",1305399,28101
Duki,Reggaeton (Origen: Rock),Canción,Vida De Rock,2024,26y2gBrbiFJIOUjIlSQfdH,3rVk419T7ct4qoW52h2q2d,67,"Mauro Ezequiel Lombardo Quiroga, conocido artísticamente como Duki, es uno de los artistas más influyentes y populares en la escena del trap y la música urbana en Argentina y América Latina. Nació el 24 de junio de 1996 en Almagro, Buenos Aires.

Inicios en la música

Duki empezó a ganar notoriedad en la escena del freestyle argentino, particularmente en la competencia ""El Quinto Escalón"", junto a otros artistas emergentes como Ysy A y Neo Pistea. <a href=""https://www.last.fm/music/Duki"">Read more on Last.fm</a>",39815351,283554
David Bisbal,Reggaeton (Origen: Rock),Canción,Jingle Bell Rock,2024,3WAryhGGjOwBK2MDSrRJkC,0N6EhZwUx9nXKFGWmYmOsU,54,"
David Bisbal Ferre (born June 5, 1979 in Almería, Spain) is a Latin Grammy-winning Spanish pop singer. He gained his initial fame as a runner up on the interactive reality television show Operación Triunfo produced by Television Española.

He has since released five studio albums, all of which topped the Spanish Albums Chart, in addition to recording a number of live albums. He's toured throughout Europe and Latin America and is now considered to be a crossover international artist. <a href=""https://www.last.fm/music/David+Bisbal"">Read more on Last.fm</a>",5172598,354261
Figa Flawas,Reggaeton (Origen: Rock),Canción,SOLUCIONS i NO PROBLEMES,2024,2bMUbAFoVl66DWRkDjgtRC,7Eaa7RFxwGTHSWvhLClWbu,54,"Figa Flawas és un grup de música català originari de Valls (Alt Camp) que combina sons llatins i reggaeton amb sons més urbans. Està format per Pep Velasco i Xavier Cartanyà. L'estiu del 2020 van publicar el seu primer single a Youtube titulat 100graus, el qual apostava pel reggaeton en català i lletres plenament estivals. Es van iniciar en els escenaris en la Festa Major de Valls de 2021, compartint cartell amb bandes com Zoo, la Pegatina i Stay Homas, entre d'altres. <a href=""https://www.last.fm/music/Figa+Flawas"">Read more on Last.fm</a>",612832,16645
Dani Fernández,Reggaeton (Origen: Rock),Canción,Por no bailar contigo,2024,6aLDsbXlxHXxYZxZz1ngKi,4cAjvCWbcfaDhuiJxew1Sw,57,"Daniel Fernández Delgado was born December 11, 1991 in a town of Ciudad Real, Alcázar de San Juan, where at present lives. It studies in the Secondary School Juan Bosco.  It has a sister of 18 years old, Noelia, and its parents are named Marcial, and Mª Carmen.

It charms to come out with its friends or to be connected to Internet.  Is a great lover of the soccer and its team is the Athletic of Madrid.  Its favorite player is Sergio Agüero and many say that seems to Fernando Torres <a href=""https://www.last.fm/music/Dani+Fern%C3%A1ndez"">Read more on Last.fm</a>",845422,31377
Linkin Park,Reggaeton (Origen: Rock),Canción,Heavy Is the Crown,2024,2HBBM75Xv3o2Mqdyh1NcM0,4R6FV9NSzhPihHR0h4pI93,79,"Linkin Park is an American alternative rock band from Agoura Hills, California. The band's current lineup comprises of vocalist/rhythm guitarist/keyboardist Mike Shinoda, lead guitarist Brad Delson, bassist Dave Farrell, DJ/turntablist Joe Hahn, drummer Colin Brittain, and lead vocalist Emily Armstrong. Shinoda, Delson, Farrell and Hahn are founding members. Vocalists Mark Wakefield, Chester Bennington & drummer Rob Bourdon are former members of the band. <a href=""https://www.last.fm/music/Linkin+Park"">Read more on Last.fm</a>",699855678,6737591
Dani Martín,Reggaeton (Origen: Rock),Canción,Ester Expósito,2024,4GKjSwmowWO082NGn11wNj,0iVOSSLoiNqlqnaMAqe4Co,55,"Best known as the frontman of Spain's biggest power pop group, El Canto del Loco, singer/actor Dani Martín proved he could go it alone after juggling a music career with several critically acclaimed acting roles. Born Daniel Martín Garcia in Madrid in 1977, he regularly entertained his family with impersonations of his favorite singers as a child and received his first taste of exposure as a 14-year-old on the TVE show Rock Out. 

After attending the Cristina Rota and William Layton drama schools <a href=""https://www.last.fm/music/+noredirect/Dani+Mart%C3%ADn"">Read more on Last.fm</a>",807214,44076
Walls,Reggaeton (Origen: Rock),Canción,Perro Callejero,2024,2sPYqfwq2pQch4B0EdjOrw,4reJOCjzw6ifHh6sXBRgc8,56,"There is more than one artist with this name:

1) Walls is an electronic duo from United Kingdom, made up of members Sam Willis (of ALLEZ-ALLEZ) and Alessio Natalizia (of BANJO OR FREAKOUT).

They have released ""Walls"" (2010) and ""Coracle"" through Kompakt Records.

2) WALLS is a hardcore band from Seattle/Portland: Pounding rhythms, dissonant riffs, and a terrifying vocalist all come together to create something really brutal and powerful, featuring three fourths of the final Cold Sweat line up <a href=""https://www.last.fm/music/Walls"">Read more on Last.fm</a>",2333854,84290
Hoobastank,Reggaeton (Origen: Rock),Canción,The Reason,2024,5B5eTk7DF8KVp1zpQoY1XY,3pCVjmRGVZ2mYuJN2R1wi8,84,"Hoobastank (sometimes stylized as h∞bastank, and originally known as Hoobustank) is an American rock band formed in 1994 in Agoura Hills, California. The founding members include lead vocalist Doug Robb, guitarist Dan Estrin, drummer Chris Hesse, and original bassist Markku Lappalainen. The group initially began as a Talking Heads cover band.

Hoobastank was signed to Island Records from 2001 to 2012 and has released six studio albums and one extended play. <a href=""https://www.last.fm/music/Hoobastank"">Read more on Last.fm</a>",47384685,2827443
Dani Martín,Reggaeton (Origen: Rock),Canción,El Último Día de Nuestras Vidas,2024,7FsLgY5IhQ1odCY8NAJBfF,4z0e3892fwI3YfdHL2k5BQ,61,"Best known as the frontman of Spain's biggest power pop group, El Canto del Loco, singer/actor Dani Martín proved he could go it alone after juggling a music career with several critically acclaimed acting roles. Born Daniel Martín Garcia in Madrid in 1977, he regularly entertained his family with impersonations of his favorite singers as a child and received his first taste of exposure as a 14-year-old on the TVE show Rock Out. 

After attending the Cristina Rota and William Layton drama schools <a href=""https://www.last.fm/music/+noredirect/Dani+Mart%C3%ADn"">Read more on Last.fm</a>",807214,44076
Dani Martín,Reggaeton (Origen: Rock),Canción,Me Vuelves Puto Loco,2024,5yPiHX1ph8maeqvsolo2AV,4z0e3892fwI3YfdHL2k5BQ,57,"Best known as the frontman of Spain's biggest power pop group, El Canto del Loco, singer/actor Dani Martín proved he could go it alone after juggling a music career with several critically acclaimed acting roles. Born Daniel Martín Garcia in Madrid in 1977, he regularly entertained his family with impersonations of his favorite singers as a child and received his first taste of exposure as a 14-year-old on the TVE show Rock Out. 

After attending the Cristina Rota and William Layton drama schools <a href=""https://www.last.fm/music/+noredirect/Dani+Mart%C3%ADn"">Read more on Last.fm</a>",807214,44076
Mark Ambor,Reggaeton (Origen: Rock),Canción,Belong Together,2024,0rtDE9zfXbamTlRUSwY7zy,3Kb9vAa1RBNXEQltJpPxwE,78,"Mark Damboragian (known professionally as Mark Ambor) (born December 4, 2000) is an American singer-songwriter. He is best known for his 2024 single "" Belong Together"". <a href=""https://www.last.fm/music/Mark+Ambor"">Read more on Last.fm</a>",5450448,551756
Linkin Park,Reggaeton (Origen: Rock),Canción,The Emptiness Machine,2024,1EDPVGbyPKJPeGqATwXZvN,4R6FV9NSzhPihHR0h4pI93,82,"Linkin Park is an American alternative rock band from Agoura Hills, California. The band's current lineup comprises of vocalist/rhythm guitarist/keyboardist Mike Shinoda, lead guitarist Brad Delson, bassist Dave Farrell, DJ/turntablist Joe Hahn, drummer Colin Brittain, and lead vocalist Emily Armstrong. Shinoda, Delson, Farrell and Hahn are founding members. Vocalists Mark Wakefield, Chester Bennington & drummer Rob Bourdon are former members of the band. <a href=""https://www.last.fm/music/Linkin+Park"">Read more on Last.fm</a>",699855678,6737591
Oques Grasses,Reggaeton (Origen: Rock),Canción,SORT DE TU,2024,7KhWQDShPj2MTLY6zTELKY,1t6Jah2zqajQcbbSMd5gHj,62," <a href=""https://www.last.fm/music/Oques+Grasses"">Read more on Last.fm</a>",1305399,28101
Vetusta Morla,Reggaeton (Origen: Rock Alternativo),Canción,Drones,2024,2aJ1gmrrKbWiaiDptaar3V,5vopv2T6y3DPMlXBtNWt8y,30,"Vetusta Morla is a Spanish indie rock band originally from Tres Cantos, Madrid, who sings in Spanish. After nine years of musical journey, in February 2008 they published their first feature, Un día en el mundo. Three years later, in 2011, they published their second album, Maps. On April 8 after several years of touring Spain and other countries, they published their third album,La Deriva. In 2017 they publish their fourth album Mismo Sitio, Distinto Lugar. <a href=""https://www.last.fm/music/Vetusta+Morla"">Read more on Last.fm</a>",9681952,162788
Heaven Tracks Vibes,Reggaeton (Origen: Rock Alternativo),Canción,Rock Alternativo de Garagem,2024,5DLLsgcPoNgbc4zKwHGCRg,4HkiOgIcUxBv6uIxdUcjK8,0," <a href=""https://www.last.fm/music/Heaven+Tracks+Vibes"">Read more on Last.fm</a>",440,107
Nevo,Reggaeton (Origen: Rock Alternativo),Canción,ROCK ALTERNATIVO,2024,6p2BEJafwWlF4Xc8JFR8F7,5Npph25cuuxjZ48OEyEUNv,0," <a href=""https://www.last.fm/music/+noredirect/Nevo"">Read more on Last.fm</a>",3726,849
Fran Morin,Reggaeton (Origen: Rock Alternativo),Canción,Rock Alternativo,2024,73VZaPU6gsbqFE6R3OjqgN,6oJiNfMWVVQqX1bo6Pzc65,0,N/A,0,0
Jesus Msk,Reggaeton (Origen: Rock Alternativo),Canción,Y no voy a llorar Cvr,2024,48L2KckbqLwkhfO29WGXU8,79HavbYppNY4mAI3apyAb2,0,N/A,0,0
Jesus Msk,Reggaeton (Origen: Rock Alternativo),Canción,Si no eres tu,2024,1qPo7gFSEPcFTfRDG5PZjs,79HavbYppNY4mAI3apyAb2,0,N/A,0,0
Jesus Msk,Reggaeton (Origen: Rock Alternativo),Canción,Matiz de Sueño,2024,47piHYt1jlPwHoVqer19mv,79HavbYppNY4mAI3apyAb2,0,N/A,0,0
Jesus Msk,Reggaeton (Origen: Rock Alternativo),Canción,Siempre bien (Rock),2024,61pkFPul0t9jc8ChfulBbl,79HavbYppNY4mAI3apyAb2,0,N/A,0,0
Norman Rocha,Reggaeton (Origen: Rock Alternativo),Canción,Adonde Vayas - Rock Alternativo,2024,2gTIiaXT23Mc5B7ryhWIt4,5VuCl1cAD6UZzu8bdZOxff,0,N/A,0,0
Pan,Reggaeton (Origen: Rock Alternativo),Canción,Salva mil inviernos - versión en directo,2024,7mnDdh5m7QyniDJwxJBx05,0psr8qyhx2Ju4roWptAzNz,0,"There are multiple artists with this name:

1) Pan is an uplifting instrumental band from Columbia, SC. They formed in early 2010 and have released two eps called ""Post Rock is Not Dead"" and ""Meta Major!"" and also a full length called ""These Are The Things I Love And I Want To Share Them With You"". They are signed to Post-Echo.com

2) PAN is a Japanese power rock group formed in 1995 in Osaka, Japan. To date they have released 3 mini albums, 4 singles, and 3 full length albums and are still performing as of 2011. <a href=""https://www.last.fm/music/Pan"">Read more on Last.fm</a>",307445,32448
Pachamatrix,Reggaeton (Origen: Rock Alternativo),Canción,Pensativo (Rock alternativo),2024,7oS4GEVhFOe0l8EYhMN6OP,3W1TcJv7kX9Hgc8UHMCYJm,0," <a href=""https://www.last.fm/music/Pachamatrix"">Read more on Last.fm</a>",113,11
$.X.Y,Reggaeton (Origen: Rock Alternativo),Canción,Instrumental Rock Alternativo | $.X.Y TYPE BEAT: 0-0-2,2024,3svjjuLefZ4YR3KwWo2Q1i,18UtFMwvOazxStPZr1Spz1,0,N/A,0,0
Death Cab for Cutie,Reggaeton (Origen: Rock Alternativo),Canción,An Arrow in the Wall,2024,2naY2Iv277BQtZmbhHti2j,3ryjrPkuq2EJFuuUbK5prH,0,"
Death Cab for Cutie is an American indie rock band formed in Bellingham, Washington in 1997. The band consists of Ben Gibbard (vocals, guitar, piano), Nicholas Harmer (bass), Jason McGerr (drums), Dave Depper (guitar) and Zac Rae (keyboards).

Death Cab began as a solo project of Ben Gibbard, now the band's vocalist and guitarist. Gibbard took the band name from the satirical song Death Cab for Cutie, performed by The Bonzo Dog Band in The Beatles' 1967 experimental film Magical Mystery Tour. <a href=""https://www.last.fm/music/Death+Cab+for+Cutie"">Read more on Last.fm</a>",246503149,3738450
Mark9,Reggaeton (Origen: Rock Alternativo),Canción,Sorrow in my Soul - Hard rock alternativo,2024,3WODewTFOw99li7OL5Un9b,4ZouEhfZiz5Vz3nCyhGAaz,0," <a href=""https://www.last.fm/music/mark9"">Read more on Last.fm</a>",17,8
Fall Out Boy,Reggaeton (Origen: Rock Alternativo),Canción,Hold Me like a Grudge,2024,4UUsXimc2pqXXYsiOLKn96,3ryjrPkuq2EJFuuUbK5prH,0,"Fall Out Boy is a pop punk band formed in 2001 in Wilmette, Illinois after good friends Joe Trohman and Pete Wentz met high schooler Patrick Stump. Stump originally auditioned as a drummer, but soon became the lead singer. The following year, the band debuted with a self-released demo and followed it up with the May 28, 2002 release of Split EP, which featured Project Rocket, on Uprising Records. The group released a mini-LP, Evening Out With Your Girlfriend, also on Uprising Records, in 2003. <a href=""https://www.last.fm/music/Fall+Out+Boy"">Read more on Last.fm</a>",400349097,4913347
$.X.Y,Reggaeton (Origen: Rock Alternativo),Canción,Instrumental Rock Alternativo | $.X.Y TYPE BEAT: 0-0-3,2024,5qOT201rDwAQpfTnv16NwV,18UtFMwvOazxStPZr1Spz1,0,N/A,0,0
Pan,Reggaeton (Origen: Rock Alternativo),Canción,La gran lección de soltar - versión en directo,2024,5nsHECT1iqCaVS7w3aK777,0psr8qyhx2Ju4roWptAzNz,0,"There are multiple artists with this name:

1) Pan is an uplifting instrumental band from Columbia, SC. They formed in early 2010 and have released two eps called ""Post Rock is Not Dead"" and ""Meta Major!"" and also a full length called ""These Are The Things I Love And I Want To Share Them With You"". They are signed to Post-Echo.com

2) PAN is a Japanese power rock group formed in 1995 in Osaka, Japan. To date they have released 3 mini albums, 4 singles, and 3 full length albums and are still performing as of 2011. <a href=""https://www.last.fm/music/Pan"">Read more on Last.fm</a>",307445,32448
Pachamatrix,Reggaeton (Origen: Rock Alternativo),Canción,Fragmentado (Rock alternativo),2024,2VdrU5fVJJwEfGTriQOYJC,3W1TcJv7kX9Hgc8UHMCYJm,0," <a href=""https://www.last.fm/music/Pachamatrix"">Read more on Last.fm</a>",113,11
All Time Low,Reggaeton (Origen: Rock Alternativo),Canción,Calm Down,2024,0CvWL9OYgRGrkGNIRKTj3w,3ryjrPkuq2EJFuuUbK5prH,0,"All Time Low is an American pop punk band formed in Baltimore, Maryland, United States in 2003. When Alex Gaskarth (lead vocals, rhythm guitar, keyboards) was in middle school, he was moved from private school to public school, where he met Jack Barakat (lead guitar, backing vocals), and put the band together; later recruiting Rian Dawson (drums, percussion), and Zack Merrick (bass guitar, backing vocals). The band's name came from a line in the New Found Glory song Head On Collision. <a href=""https://www.last.fm/music/All+Time+Low"">Read more on Last.fm</a>",141081845,2492749
$.X.Y,Reggaeton (Origen: Rock Alternativo),Canción,Instrumental Rock Alternativo | $.X.Y TYPE BEAT: 0-0-1,2024,51wdKs7eZwWhj86lPEPsGy,18UtFMwvOazxStPZr1Spz1,0,N/A,0,0
My Chemical Romance,Reggaeton (Origen: Rock Alternativo),Canción,Welcome to the Black Parade,2024,7ipLZa2CL3abHi07VeBGZl,3ryjrPkuq2EJFuuUbK5prH,1,"My Chemical Romance is an American rock band from New Jersey, United States formed in 2001. The band consists of lead vocalist Gerard Way, guitarists Ray Toro, Frank Iero and bassist Mikey Way. Shortly after forming, the band signed to Eyeball Records and released their debut album I Brought You My Bullets, You Brought Me Your Love in 2002. They signed with Reprise Records the next year and released their major label debut Three Cheers for Sweet Revenge <a href=""https://www.last.fm/music/My+Chemical+Romance"">Read more on Last.fm</a>",505290090,4688542
VICENT MUSIC,Reggaeton (Origen: Rock Alternativo),Canción,La Música Hablará por Mi - Rock Alternativo,2024,7qCycRGBVtd2DaB1qqCBuh,6vTBl0bhbhA1gfWF7Lzpkw,0,N/A,0,0
$.X.Y,Reggaeton (Origen: Rock Alternativo),Canción,Instrumental Rock Alternativo | $.X.Y TYPE BEAT: 0-1-3,2024,6i4EjdC8dPgT8TaUXiVEYA,18UtFMwvOazxStPZr1Spz1,0,N/A,0,0
The Band CAMINO,Reggaeton (Origen: Rock Alternativo),Canción,Told You So,2024,32dHhrfTzY0vdOQXRPjM4q,3ryjrPkuq2EJFuuUbK5prH,0,"The Band CAMINO is an alternative, indie rock group originating in Memphis, Tennessee and consisting of Jeffery Jordan (vocals, guitar), Spencer Stewart (vocals, guitar), and Garrison Burgess (drums). The band is named after a Chevrolet El Camino that Rowell spotted at the time. The band's previous members include Andrew Isbell (drums), who departed from the band in June 2017 and Graham Rowell (bass), who was removed from the band in April 2020 after accusations of sexual misconduct between him and fans surfaced online.  <a href=""https://www.last.fm/music/The+Band+CAMINO"">Read more on Last.fm</a>",16469830,374491
Royal Blood,Reggaeton (Origen: Rock Alternativo),Canción,Figure It Out,2024,2FRYV0oPYlPNK1RXfIrgso,3ryjrPkuq2EJFuuUbK5prH,0,"There are several artists with this name:
---
1) Formed at the beginning of 2011, Royal Blood is a 2-piece band from Worthing, West Sussex, UK. Having known each other for years in different bands, Mike Kerr (Bassist/Vocalist) & Ben Thatcher (Drums) finally came together and went into the studio to record ‘Figure It Out’ – the first track that brought attention to the band. At the tail end of 2013, Royal Blood released ‘Out of The Black’, their debut single on Black Mammoth Records.  <a href=""https://www.last.fm/music/Royal+Blood"">Read more on Last.fm</a>",41466157,1040599
$.X.Y,Reggaeton (Origen: Rock Alternativo),Canción,Instrumental Rock Alternativo | $.X.Y TYPE BEAT: 0-0-7,2024,6d7MdnW5iAlXhSASUnLZac,18UtFMwvOazxStPZr1Spz1,0,N/A,0,0
Royal Blood,Reggaeton (Origen: Rock Alternativo),Canción,Little Monster,2024,7vazZuSYdx89N1ygzsTVll,3ryjrPkuq2EJFuuUbK5prH,0,"There are several artists with this name:
---
1) Formed at the beginning of 2011, Royal Blood is a 2-piece band from Worthing, West Sussex, UK. Having known each other for years in different bands, Mike Kerr (Bassist/Vocalist) & Ben Thatcher (Drums) finally came together and went into the studio to record ‘Figure It Out’ – the first track that brought attention to the band. At the tail end of 2013, Royal Blood released ‘Out of The Black’, their debut single on Black Mammoth Records.  <a href=""https://www.last.fm/music/Royal+Blood"">Read more on Last.fm</a>",41466157,1040599
Rock Nacional Internacional,Reggaeton (Origen: Rock Alternativo),Canción,Cadê Aquele Amor Bonito Rock Alternativo e Clássico O Melhor dos Anos 80 e 90,2024,53vpornxUyRgLvRYSpF9Q8,7na9WTmcPjV7VKufnN09qX,0," <a href=""https://www.last.fm/music/Rock+Nacional+Internacional"">Read more on Last.fm</a>",630,257
Guías y Scouts de Chile,Reggaeton (Origen: Rock Alternativo),Canción,AGSCh - Himno - Caminantes - Rock Alternativo,2024,3q48Ym5yrC4UBzVaTiABAQ,3LG35dYPiDi4F8LqbbIBqc,0," <a href=""https://www.last.fm/music/Gu%C3%ADas+y+Scouts+de+Chile"">Read more on Last.fm</a>",763,73
Blur,Reggaeton (Origen: Rock Alternativo),Canción,The Narcissist,2024,1Das1WTt9ktzMLJQ2ijIWS,3ryjrPkuq2EJFuuUbK5prH,0,"Blur is an English rock band formed in London in 1988, consisting of singer Damon Albarn, guitarist Graham Coxon, bassist Alex James, and drummer Dave Rowntree. Their debut album, ""Leisure"" (1991), incorporated elements of Madchester and shoegaze. Following a stylistic change influenced by British guitar pop groups such as the Kinks, the Beatles, and XTC, Blur released ""Modern Life Is Rubbish"" (1993), ""Parklife"" (1994), and ""The Great Escape"" (1995). <a href=""https://www.last.fm/music/Blur"">Read more on Last.fm</a>",188319328,4655782
$.X.Y,Reggaeton (Origen: Rock Alternativo),Canción,Instrumental Rock Alternativo | $.X.Y TYPE BEAT: 0-1-4,2024,6aLAowmK0kZHYavQQAurk9,18UtFMwvOazxStPZr1Spz1,0,N/A,0,0
