Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
Falling In Reverse,Latin (Origen: pop),Canción,Popular Monster,2024,4myFsmx2v6znDOJfn3IkbD,2knEuvsxqHMAoxlQpIdpQD,74,"Falling in Reverse is an American rock band based in Las Vegas, Nevada and formed in 2008, signed to Epitaph Records. The band is led currently by vocalist Ronnie Radke alongside guitarists Christian Thompson and Marc Okubo, bassist Daniel ""DL"" Laskiewicz and drummer Luke Holland.

In 2008, lead singer Ronnie Radke was involved in an altercation in Las Vegas that resulted in the fatal shooting of 18-year-old Michael Cook. While Radke did not shoot Cook, he was indicted on battery charges. <a href=""https://www.last.fm/music/Falling+in+Reverse"">Read more on Last.fm</a>",65060770,1302663
Siloé,Latin (Origen: pop),Canción,Reza por Mi,2024,1Ye4x0Nfob10Liwl4FnlUc,5hQTs3KdLxOizj5QtQAp43,58,"Siloé is a Spanish musical group that formed in 2016 in Valladolid, Spain. The band's musical style is a blend of folk, pop-rock, and electronic music. The members are Fito Robles (vocals), Xavi Road (guitar), and Jaco Betanzos (drums), who joined the group in 2022. The members originally met as students at the University of Valladolid.
The band’s name, Siloé, is a reference to the biblical story of Jesus healing a blind man. According to the band <a href=""https://www.last.fm/music/+noredirect/Silo%C3%A9"">Read more on Last.fm</a>",454811,18088
Fuerza Regida,Latin (Origen: pop),Canción,COQUETA,2024,1PREzVLuDT6PSE9sej4wnV,5utxE1ImIDJFXRHf137hoy,88,"
Fuerza Regida are a media-savvy, chart-topping Mexican regional quartet. They are progenitors of the ""requinto urbano"" style, alongside their Rancho Humilde labelmates Legado 7. This is acoustic music played in rural style with gritty urban lyrics. Their narrative folk-ballad approach, with acoustic guitars and lead and harmony vocals and brass, has played an iconic role in the Mexican cultural canon since the early 19th century, but Fuerza Regida's topics focus on the hardships, the bawdy joys, and the sufferings of the city streets. <a href=""https://www.last.fm/music/Fuerza+Regida"">Read more on Last.fm</a>",35616320,504157
Dua Lipa,Latin (Origen: pop),Canción,Houdini,2024,6D8y7Bck8h11byRY88Pt2z,1Mo92916G2mmG7ajpmSVrc,82,"Dua Lipa (born 22 August 1995) is an English, Albanian, and Kosovar singer, songwriter and actress. She began her career as a model before signing with Warner Bros. Records in 2014. Her self-titled debut studio album was released in 2017 and peaked at number three on the UK Albums Chart. The album included the singles ""Be the One"", ""IDGAF"", and the UK number-one single ""New Rules"". In 2018, she received Brit Awards for British Female Solo Artist and British Breakthrough Act. <a href=""https://www.last.fm/music/Dua+Lipa"">Read more on Last.fm</a>",306411477,3141325
Dani Fernández,Latin (Origen: pop),Canción,Todo cambia,2024,3DJJt0SVDtnqTVgfAWbvjG,4cAjvCWbcfaDhuiJxew1Sw,62,"Daniel Fernández Delgado was born December 11, 1991 in a town of Ciudad Real, Alcázar de San Juan, where at present lives. It studies in the Secondary School Juan Bosco.  It has a sister of 18 years old, Noelia, and its parents are named Marcial, and Mª Carmen.

It charms to come out with its friends or to be connected to Internet.  Is a great lover of the soccer and its team is the Athletic of Madrid.  Its favorite player is Sergio Agüero and many say that seems to Fernando Torres <a href=""https://www.last.fm/music/Dani+Fern%C3%A1ndez"">Read more on Last.fm</a>",845422,31377
Luis Cortés,Latin (Origen: pop),Canción,"Sin Ti, Sin Mí",2024,3CoEhB6cXUK1dUYhRD5sYr,5NnzNB0AxlbovCJyxF85jg,60," <a href=""https://www.last.fm/music/Luis+Cort%C3%A9s"">Read more on Last.fm</a>",98554,9036
Chappell Roan,Latin (Origen: pop),Canción,"Good Luck, Babe!",2024,0WbMK4wrZ1wFSty9F7FCgu,1WAjjRMfZjEXtB0lQrAw6Q,90,"Kayleigh Rose Amstutz (born February 19, 1998), known professionally as Chappell Roan, is a Grammy award-winning American singer and songwriter. Working with long-time collaborator Dan Nigro, her music is inspired by '80s synth-pop and early 2000s pop hits. Her music is heavily influenced by drag queens and is often described as ""campy.""

When she was 17 years old, Roan uploaded a song titled ""Die Young"" to YouTube, leading Atlantic Records to sign her to the label. <a href=""https://www.last.fm/music/Chappell+Roan"">Read more on Last.fm</a>",305810220,2408323
Antoñito Molina,Latin (Origen: pop),Canción,Me Prometo,2024,6ERLCmirzUaVP9pYvr97VE,7xJ5loHiBl8Owv8Sdpcdpy,62," <a href=""https://www.last.fm/music/Anto%C3%B1ito+Molina"">Read more on Last.fm</a>",70287,6014
Gracie Abrams,Latin (Origen: pop),Canción,That’s So True,2024,7ne4VBA60CxGM75vw0EYad,0hBRqPYPXhr1RkTDG3n4Mk,91,"Gracie Abrams (born September 7, 1999) is an American pop singer/songwriter from Los Angeles, California, and the daughter of the filmmaker and composer J.J. Abrams.

After having only three tracks publically available on her Soundcloud ('And She Will Miss You', 'blue', 'i kinda miss you') Gracie released her first debut track 'Mean It' along with an accompanying music video.

Shortly after, Gracie released two other songs, 'Stay' and '21', the latter <a href=""https://www.last.fm/music/Gracie+Abrams"">Read more on Last.fm</a>",267895201,1714115
Dani Fernández,Latin (Origen: pop),Canción,Me has invitado a bailar,2024,0JJw1ghkoEu3Yat1uOSjAE,2dtz3wrC1FrShzjLEy6xDp,60,"Daniel Fernández Delgado was born December 11, 1991 in a town of Ciudad Real, Alcázar de San Juan, where at present lives. It studies in the Secondary School Juan Bosco.  It has a sister of 18 years old, Noelia, and its parents are named Marcial, and Mª Carmen.

It charms to come out with its friends or to be connected to Internet.  Is a great lover of the soccer and its team is the Athletic of Madrid.  Its favorite player is Sergio Agüero and many say that seems to Fernando Torres <a href=""https://www.last.fm/music/Dani+Fern%C3%A1ndez"">Read more on Last.fm</a>",845422,31377
Dani Martín,Latin (Origen: pop),Canción,El Último Día de Nuestras Vidas,2024,7FsLgY5IhQ1odCY8NAJBfF,4z0e3892fwI3YfdHL2k5BQ,61,"Best known as the frontman of Spain's biggest power pop group, El Canto del Loco, singer/actor Dani Martín proved he could go it alone after juggling a music career with several critically acclaimed acting roles. Born Daniel Martín Garcia in Madrid in 1977, he regularly entertained his family with impersonations of his favorite singers as a child and received his first taste of exposure as a 14-year-old on the TVE show Rock Out. 

After attending the Cristina Rota and William Layton drama schools <a href=""https://www.last.fm/music/+noredirect/Dani+Mart%C3%ADn"">Read more on Last.fm</a>",807214,44076
ROSÉ,Latin (Origen: pop),Canción,APT.,2024,5vNRhkKd0yEAg8suGBpjeY,2IYQwwgxgOIn7t3iF6ufFD,89,"ROSÉ (Hangul: 로제) or Roseanne Park is a South Korean-New Zealander singer-songwriter under THEBLACKLABEL and Atlantic Records. And also holds a group contract with YG Entertainment, serving as the vocalist for the girl group BLACKPINK (Hangul: 블랙핑크).

In March 2021, ROSÉ made her solo debut with her single album R, selling 448,089 copies in its first week - the highest figure by a Korean female soloist. Its lead single “On the Ground” was a commercial success <a href=""https://www.last.fm/music/Ros%C3%A9"">Read more on Last.fm</a>",97640622,1573963
Dua Lipa,Latin (Origen: pop),Canción,Training Season,2024,5b5cPscqVEMChvDqscVw26,1Mo92916G2mmG7ajpmSVrc,82,"Dua Lipa (born 22 August 1995) is an English, Albanian, and Kosovar singer, songwriter and actress. She began her career as a model before signing with Warner Bros. Records in 2014. Her self-titled debut studio album was released in 2017 and peaked at number three on the UK Albums Chart. The album included the singles ""Be the One"", ""IDGAF"", and the UK number-one single ""New Rules"". In 2018, she received Brit Awards for British Female Solo Artist and British Breakthrough Act. <a href=""https://www.last.fm/music/Dua+Lipa"">Read more on Last.fm</a>",306411477,3141325
Luis Cortés,Latin (Origen: pop),Canción,ME DUELE QUERERTE,2024,2qKSmJppHxdzidqeVSvHJk,2ZNRulppaPeTOfNRbaRmWc,63," <a href=""https://www.last.fm/music/Luis+Cort%C3%A9s"">Read more on Last.fm</a>",98554,9036
Marta Santos,Latin (Origen: pop),Canción,Contigo,2024,5Txf0ApheFvyRr1s4DxMb5,3f9adgFbEoT4p73iJTP41t,61," <a href=""https://www.last.fm/music/Marta+Santos"">Read more on Last.fm</a>",220394,17683
Pepe y Vizio,Latin (Origen: pop),Canción,Qué Bonita Eres,2024,7bcRUeQ13L0gIWJyxNwUCR,7iOg5DBcyEJUPSBF9ItIqc,59," <a href=""https://www.last.fm/music/Pepe+y+Vizio"">Read more on Last.fm</a>",343362,20553
iñigo quintero,Latin (Origen: pop),Canción,El Tiempo Que Paso Contigo,2024,48ikKqBYGbNApD8bEJCamc,3HUdg4OZNjJAlgYRxrg31A,65,"Íñigo Quintero Dolz del Castellar,​ más conocido por su nombre artístico Íñigo Quintero, es un cantante y compositor español. Se hizo popular con el tema ""Si no estás"" en 2023, alcanzando el número uno en las listas de España, Francia, Alemania, Austria, Países Bajos y Suiza, entre otros.
​ Estudió en el Colegio de Fomento Peñarredonda de la capital coruñesa, vinculado al Opus Dei.​ Realiza sus estudios universitarios de Psicología y Magisterio en el Centro Universitario Villanueva (CUV) <a href=""https://www.last.fm/music/i%C3%B1igo+quintero"">Read more on Last.fm</a>",2566455,211642
Shakira,Latin (Origen: pop),Canción,Soltera,2024,3OJDtCdYs8QJnui708tEU3,0VRb8B2ls0GDEfmKiL8FWJ,80,"Shakira Isabel Mebarak Ripoll is a Colombian singer. Born and raised in Barranquilla, She made her recording debut with Sony Music Colombia at the age of 13. Following the commercial failure of her first two albums, Magia (1991) and Peligro (1993), she rose to prominence in Hispanic countries with her next albums, Pies Descalzos (1995) and Dónde Están los Ladrones? (1998). She entered the English-language market with her fifth album, Laundry Service (2001), which sold over 13 million copies worldwide. <a href=""https://www.last.fm/music/Shakira"">Read more on Last.fm</a>",171016061,4696412
Luis Cortés,Latin (Origen: pop),Canción,AL ALBA,2024,48gfUjITHQLHuRnnNVNUzJ,2ZNRulppaPeTOfNRbaRmWc,63," <a href=""https://www.last.fm/music/Luis+Cort%C3%A9s"">Read more on Last.fm</a>",98554,9036
Camilo,Latin (Origen: pop),Canción,Una Vida Pasada,2024,2mLTxNa0bwZX8eNBsuODLX,1IwCEfVYg8KlEankYmqeP7,78,"Camilo Echeverri was the winner of XS Factor 2007 in Colombia. Camilo was born on the 16th March 1994 in Medellin, Colombia, but when he was 4 years old he moved to Monteria. <a href=""https://www.last.fm/music/Camilo"">Read more on Last.fm</a>",7071823,352465
Carlos Ares,Latin (Origen: pop),Canción,Peregrino,2024,1TsBj3J4sVPO5KeydxbhD1,0SeDqeZyGYdkNPXChFJ8xJ,64,"Carlos Ares comes stomping though trembling. This young Galician presents his first single: Tiemblo, a pop melody that is mixed with his characteristic voice. He has just turned 20 years old. Although he is still a boy, he has put on the face of an artist. They tell me that next Friday will be the release of their debut single (how old it sounds), a song called Tiemblo. I had the opportunity to listen to it in the showcase (at night you learn everything, even English) organized for that reason in the Garufa club of A Coruña. <a href=""https://www.last.fm/music/Carlos+Ares"">Read more on Last.fm</a>",340048,18589
Aitana,Latin (Origen: pop),Canción,Akureyri,2024,5ELjObPQmX3gG06NukBFzr,4y9gHmuFooWHYOnDmSXcjN,68,"Aitana Ocaña Morales, better known as simply Aitana, is a Spanish singer and songwriter. She first gained national recognition in 2017, placing as the runner-up in series nine of the Spanish reality television talent competition Operación Triunfo, behind Amaia Romero. While competing in Operación Triunfo, Aitana released the single ""Lo malo"" with fellow competitor Ana Guerra. The song went on to become a number-one hit in Spain and was certified five times platinum <a href=""https://www.last.fm/music/Aitana"">Read more on Last.fm</a>",13143201,221387
Billie Eilish,Latin (Origen: pop),Canción,BIRDS OF A FEATHER,2024,6dOtVTDdiauQNBQEDOtlAB,7aJuG4TFXa2hmE4z1yxc3n,95,"Billie Eilish Pirate Baird O'Connell (born December 18, 2001), known professionally as Billie Eilish, is a Grammy and Academy Award-winning American singer and songwriter signed to Darkroom/Interscope Records.

Born and raised in Los Angeles, Eilish grew up in a household of actors and musicians and was homeschooled along with her brother Finneas O'Connell. At the age of eight, she joined the Los Angeles Children's Choir, developing the soulful vocals that would later appear on her early singles. <a href=""https://www.last.fm/music/Billie+Eilish"">Read more on Last.fm</a>",784677826,4047011
Luck Ra,Latin (Origen: pop),Canción,La Morocha,2024,6vRQqxOhUFd78p5tL8jXr7,3X0T1blaMiY2aev0wrbK1G,72,"Juan Facundo Almenara, conocido por su nombre artístico Luck Ra es un cantante, trapero y streamer argentino.​ <a href=""https://www.last.fm/music/Luck+Ra"">Read more on Last.fm</a>",3155115,113253
AKRIILA,Latin (Origen: latin pop),Canción,POPPER!,2024,41P9Z83VHtkpVYfpmDlkAA,3x6Ske6l38f2tclsOBywWv,53,"Akriila is a Chilean musician and producer known for her ethereal and electronic soundscapes. Her music blends dreamy synths with haunting vocals, creating an immersive experience that explores themes of introspection, identity, and emotional depth. Since her debut, Akriila has been recognized for her unique sound and has garnered a dedicated following in the indie music scene. Her work often reflects a deep connection to both personal experiences and broader <a href=""https://www.last.fm/music/AKRIILA"">Read more on Last.fm</a>",7829190,89753
Alleh,Latin (Origen: latin pop),Canción,el ingeniero,2024,3Qu8oa0nqMwRNWt0Tdzkpo,18Fki3SqVPkAlPosQoQe5L,30," <a href=""https://www.last.fm/music/Alleh"">Read more on Last.fm</a>",2253822,129186
Julieta Venegas,Latin (Origen: latin pop),Canción,A Donde Va El Viento,2024,56fgrIPr54E85K98kmgqwy,3qij28yM7ARubnZJrSqmpa,68,"Julieta Venegas (born November 24, 1970) is a successful Mexican singer and songwriter of Latin music. She was born in Long Beach, California, but raised in Tijuana, Baja California and has a twin sister Yvonne who is a photographer. She was a former member of the band ""Tijuana No"". Julieta plays numerous instruments including acoustic guitar, accordion, and keyboard. She won the 2004 Latin Grammy for Best Vocal Rock Album (Sí).
Albums. She is radicated in Mexico City <a href=""https://www.last.fm/music/Julieta+Venegas"">Read more on Last.fm</a>",19893393,779103
Camilo,Latin (Origen: latin pop),Canción,Una Vida Pasada,2024,7y91nQBMhyeHWTn9wVvhKl,3hc06uuIEsjOu8CwOumEbd,68,"Camilo Echeverri was the winner of XS Factor 2007 in Colombia. Camilo was born on the 16th March 1994 in Medellin, Colombia, but when he was 4 years old he moved to Monteria. <a href=""https://www.last.fm/music/Camilo"">Read more on Last.fm</a>",7071823,352465
Luck Ra,Latin (Origen: latin pop),Canción,HOLA PERDIDA,2024,10eRgZUM59q2G5ogpztSeL,1CoW3JLanCH9BjdttRNjIl,63,"Juan Facundo Almenara, conocido por su nombre artístico Luck Ra es un cantante, trapero y streamer argentino.​ <a href=""https://www.last.fm/music/Luck+Ra"">Read more on Last.fm</a>",3155115,113253
Sevdaliza,Latin (Origen: latin pop),Canción,Alibi (with Pabllo Vittar & Yseult),2024,5496lks6V3fh1mZAB6IAap,2m0euKZUDcoyEXHIS5MFCq,77,"Sevda Alizadeh (born 1 September 1987), known professionally as Sevdaliza, is an Iranian-Dutch singer and songwriter. Born in Iran and based in Rotterdam, The Netherlands, she was originally a professional basketball player before embarking upon a music career. Her music has been described as a fusion of trip hop, experimental pop, and alternative R&B, while incorporating influences from various other sources.

Sevdaliza's visually sophisticated music videos caught the attention of many international blogs and magazines <a href=""https://www.last.fm/music/Sevdaliza"">Read more on Last.fm</a>",29786841,1036526
Bad Gyal,Latin (Origen: latin pop),Canción,Pop Pop,2024,3lt11YYMKgELxR0aTxSLnO,14IBdTrbCCeHRZgTATdgRd,43,"Alba Farelo Solé (born 7 March 1997), known professionally as Bad Gyal, is a Spanish singer, songwriter, DJ and model. Known for her distinctive overall use of Auto-Tune, Bad Gyal has developed a strong cult following ever since her musical career began in 2016, with her uploading an interpretation of Rihanna's ""Work"", sung in Catalan, to YouTube. She continued to make music as an independent artist, releasing records like ""Indapanden"", ""Jacaranda"" and the popular ""Fiebre"". <a href=""https://www.last.fm/music/Bad+Gyal"">Read more on Last.fm</a>",23162948,418986
Darell,Latin (Origen: latin pop),Canción,Lollipop - Remix,2024,1S2WWT5jW9J3MauQ7r7qN4,7n9GeVtUUEc619yiyhT9AR,58,"One of the most sought-after artists from the latest wave of the Urban Latin movement, Puerto Rico native Darell emerged as both a sought-after composer in 2018, playing a definitive role in numerous hits and attracting a rapid fan base back home. Among many smashes, Nío García, Casper Mágico y Bad Bunny’s “Te Boté REMIX” [feat. Ozuna, Nicky Jam y Darell] stood out as one of the year’s most heard and streamed songs, spending 41 weeks on the Latin Airplay chart and peaking at #2. <a href=""https://www.last.fm/music/Darell"">Read more on Last.fm</a>",2067434,197250
Victor Valverde,Latin (Origen: latin pop),Canción,El Mayor de los Ranas,2024,5E3T0hZ77NXXUtXJocRIOc,6Q3K1pFpo5jX2AYrWs9q4h,78," <a href=""https://www.last.fm/music/Victor+Valverde"">Read more on Last.fm</a>",328338,27741
Rvfv,Latin (Origen: latin pop),Canción,RUEDA,2024,5QNuLdEi6dQt0Rr9jmI2SD,4ASAFxOzKAivUFqMoLoI5t,53," <a href=""https://www.last.fm/music/Rvfv"">Read more on Last.fm</a>",4346893,263278
Emilia,Latin (Origen: latin pop),Canción,La_Playlist.mpeg,2024,0Cs2ANiGsCOQLKnCrNJ6hA,4hrs3KFCvbn6OWadD2qio4,62,"María Emilia Mernes, better known as Emilia, is an Argentine singer, actress and model born on October 29, 1996 in the town of Nogoyá, Entre Ríos.

From a very young age she showed a great interest in music, participating in local events and contests. In 2016, Emilia, along with Fer Vázquez, joined the Uruguayan cumbia pop group, Rombai, thus making a place for herself on the scene. She decided in 2018 to leave the group to launch her solo career. <a href=""https://www.last.fm/music/Emilia"">Read more on Last.fm</a>",17311956,481068
Greeicy,Latin (Origen: latin pop),Canción,A Veces A Besos,2024,6AQgrZrFu1xfuAmbyXmKAE,63JayllHAHJ5N3auAorY2w,66,"Greeicy Yeliana Rendón Ceballos (born 30 October 1992) is a Colombian actress and singer.

She remained in Cali for the first five years of her childhood, until her parents, Luis Alberto Rendón and Lucy Ceballos, decided to move to Bogota. Since she was a child, she has an interest in interpretation and music, and took classes in acting, piano, flute, guitar and singing.

Her first participation in the screens, was in the 2007 edition of the reality show for talents children's Factor Xs <a href=""https://www.last.fm/music/Greeicy"">Read more on Last.fm</a>",1961298,119968
Shakira,Latin (Origen: latin pop),Canción,Puntería,2024,2dYXrWkNO40NXy2Q3IYLRc,3fonA82Hl7huJiQCwKkzGA,63,"Shakira Isabel Mebarak Ripoll is a Colombian singer. Born and raised in Barranquilla, She made her recording debut with Sony Music Colombia at the age of 13. Following the commercial failure of her first two albums, Magia (1991) and Peligro (1993), she rose to prominence in Hispanic countries with her next albums, Pies Descalzos (1995) and Dónde Están los Ladrones? (1998). She entered the English-language market with her fifth album, Laundry Service (2001), which sold over 13 million copies worldwide. <a href=""https://www.last.fm/music/Shakira"">Read more on Last.fm</a>",171016061,4696412
TINI,Latin (Origen: latin pop),Canción,el cielo,2024,2otAnGaeFFFeIDV8nbu5uA,4B4pbYnJhKVPT2wuuwp0Pk,67,"There are at least two artists named Tini:

1) Martina  Stoessel, known professionally as TINI (stylized in all caps) is an Argentine singer, songwriter and actress. She began her career by appearing on the Argentine children's television series Patito Feo (2007–2008). She rose to prominence for her lead role as Violetta Castillo in the Disney Channel Latin America original telenovela, Violetta (2012–2015), and afterwards portrayed the same character in the series' sequel film Tini: The Movie (2016). <a href=""https://www.last.fm/music/Tini"">Read more on Last.fm</a>",18743330,379218
Luis R Conriquez,Latin (Origen: latin pop),Canción,Si No Quieres No,2024,1C84d9abZVKWHT2YYpoean,6WkOBnYkj6y5iSr14uhUZF,79,"Luis Roberto Conriquez es un cantante mexicano de Sonora. Después de dejar su trabajo en una gasolinera, se centró en escribir canciones y pronto firmó con el sello independiente Kartel Music en 2018, donde lanzó su primer álbum Mis Inicios. Recibió atención con su sencillo ""El Buho"" en 2019, que fue uno de los sencillos de su disco Corridos Bélicos, que fue lanzado en 2020. Entre ese mismo año y 2022 lanzaría más álbumes y decenas de sencillos. <a href=""https://www.last.fm/music/Luis+R+Conriquez"">Read more on Last.fm</a>",6628602,174972
Emilia,Latin (Origen: latin pop),Canción,noviogangsta <3,2024,7yrTny7FLWLbfIzsxoicWj,0qLXwwUPYR7o3ZcVQFdKlQ,63,"María Emilia Mernes, better known as Emilia, is an Argentine singer, actress and model born on October 29, 1996 in the town of Nogoyá, Entre Ríos.

From a very young age she showed a great interest in music, participating in local events and contests. In 2016, Emilia, along with Fer Vázquez, joined the Uruguayan cumbia pop group, Rombai, thus making a place for herself on the scene. She decided in 2018 to leave the group to launch her solo career. <a href=""https://www.last.fm/music/Emilia"">Read more on Last.fm</a>",17311956,481068
TINI,Latin (Origen: latin pop),Canción,posta,2024,60Mgo3LnlAMy7TzhvVZUHA,3wOG84RkmoSoeN3LKkxXga,55,"There are at least two artists named Tini:

1) Martina  Stoessel, known professionally as TINI (stylized in all caps) is an Argentine singer, songwriter and actress. She began her career by appearing on the Argentine children's television series Patito Feo (2007–2008). She rose to prominence for her lead role as Violetta Castillo in the Disney Channel Latin America original telenovela, Violetta (2012–2015), and afterwards portrayed the same character in the series' sequel film Tini: The Movie (2016). <a href=""https://www.last.fm/music/Tini"">Read more on Last.fm</a>",18743330,379218
Kany García,Latin (Origen: latin pop),Canción,De Bien a Mal,2024,2TweCNUiC4VVceGtQ5LuTc,1nwWnsVZSWIpMebokmGwdo,65,"Encarnita ""Kany"" García De Jesus (born September 25, 1982 in Toa Baja, Puerto Rico) is a Puerto Rican singer-songwriter. García first appeared on television in 2004 as a contestant on Objetivo Fama. She is widely considered the most successful non-winner in the history of the show.

Kany García is born to a Spaniard father and Puerto Rican mother. García's father, Antonio, who gave up the priesthood when he met Shela, Encarnita García de Jesús, or Kany, grew up in a house where music was not only played, but also lived. <a href=""https://www.last.fm/music/+noredirect/Kany+Garc%C3%ADa"">Read more on Last.fm</a>",1696571,115059
Manuel Turizo,Latin (Origen: latin pop),Canción,A Nombre Tuyo,2024,3fHOgRvHga05gjeFOzFjSR,3w4tn0BuFHNjiqGMevGaz9,59,"Manuel Turizo Zapata (born April 12, 2000), better known as Manuel Turizo, is a Colombian reggaeton singer and songwriter. Born and raised in Montería, Córdoba, he began making music at the age of thirteen with the influence of his older brother, Julián Turizo. When he was sixteen he independently recorded and  three singles: ""Baila Conmigo"", ""Vámonos"" and ""Una Lady Como Tú"", the latter gained wide popularity in 2017, and shortly after he signed under the label La Industria Inc. <a href=""https://www.last.fm/music/Manuel+Turizo"">Read more on Last.fm</a>",9095984,488526
Nicky Jam,Latin (Origen: latin pop),Canción,CALOR,2024,5g54T6doN39ejttzpz0uq1,0leCm7DasgqP70lhOVeXyU,74,"
Nick Rivera Caminero better known as Nicky Jam was born to a Puerto Rican father and a Dominican mother in 1980 in Boston Massachussets which he live in until he was six and moved to 
Barrio Obrero, P.R. He is a reggaeton artist known for hits like:
""Me Voy Pa'l Party"" ""Chambonea"" 
""No Soy Tu Marido"" ""I'm Not Your Husband"" which is a remix in spanglish of ""No Soy Tu Marido""
 <a href=""https://www.last.fm/music/Nicky+Jam"">Read more on Last.fm</a>",14544489,998952
Luck Ra,Latin (Origen: latin pop),Canción,HOLA PERDIDA REMIX,2024,2FqTbwiogEVvZnkarPf5BV,5s4gYQChmlp8YwoNj3Vwi2,63,"Juan Facundo Almenara, conocido por su nombre artístico Luck Ra es un cantante, trapero y streamer argentino.​ <a href=""https://www.last.fm/music/Luck+Ra"">Read more on Last.fm</a>",3155115,113253
Luck Ra,Latin (Origen: latin pop),Canción,QUE ME FALTE TODO,2024,1TyBUtMxdmRfXhW3MmbxtQ,3X0T1blaMiY2aev0wrbK1G,68,"Juan Facundo Almenara, conocido por su nombre artístico Luck Ra es un cantante, trapero y streamer argentino.​ <a href=""https://www.last.fm/music/Luck+Ra"">Read more on Last.fm</a>",3155115,113253
Joana Santos,Latin (Origen: latin pop),Canción,LA RIZOS - Respuesta (Dime si le comento a la luna),2024,0gv7ZRP9NhCxL4x9Vl76GJ,2mhXw9LJW77WyJqmnPPoTq,50," <a href=""https://www.last.fm/music/Joana+Santos"">Read more on Last.fm</a>",27816,4084
Greeicy,Latin (Origen: latin pop),Canción,A Veces A Besos - Remix,2024,5s6wqK03tr6rzkT9qMFB1D,6GQ6dTqETHVhICdGUoFbjf,68,"Greeicy Yeliana Rendón Ceballos (born 30 October 1992) is a Colombian actress and singer.

She remained in Cali for the first five years of her childhood, until her parents, Luis Alberto Rendón and Lucy Ceballos, decided to move to Bogota. Since she was a child, she has an interest in interpretation and music, and took classes in acting, piano, flute, guitar and singing.

Her first participation in the screens, was in the 2007 edition of the reality show for talents children's Factor Xs <a href=""https://www.last.fm/music/Greeicy"">Read more on Last.fm</a>",1961298,119968
Aitana,Latin (Origen: latin pop),Canción,4TO 23,2024,6zB8TVWUZpQ2UWRxFT1BrI,7HQRMSvgVrlVCxM4k0XdXg,59,"Aitana Ocaña Morales, better known as simply Aitana, is a Spanish singer and songwriter. She first gained national recognition in 2017, placing as the runner-up in series nine of the Spanish reality television talent competition Operación Triunfo, behind Amaia Romero. While competing in Operación Triunfo, Aitana released the single ""Lo malo"" with fellow competitor Ana Guerra. The song went on to become a number-one hit in Spain and was certified five times platinum <a href=""https://www.last.fm/music/Aitana"">Read more on Last.fm</a>",13143201,221387
Abraham Mateo,Latin (Origen: latin pop),Canción,Tienes Que Saber,2024,2Y9xXXMWqETUfonJjXP25k,5J1PllZ3mFwWYDm7xp8vo5,52,"Abraham Mateo (born in San Fernando (Cadiz), Spain on August 25, 1998) is a Spanish teen actor and pop singer. Abraham was discovered in 2009, when he was ten, by producers of the record label EMI Music Spain, who happened across Abraham's videos in Youtube and his multiple performances in the television show Menuda Noche on the Canal Sur TV of Andalucia, Spain. His self-titled debut album, Abraham Mateo, was released in Spain in December 2009. The album was produced by the spanish composer and producer Jacobo Calderon <a href=""https://www.last.fm/music/Abraham+Mateo"">Read more on Last.fm</a>",2513893,159577
Abraham Mateo,Latin (Origen: latin pop),Canción,HOY TENGO GANAS DE TI,2024,27AycGPhBPGCc6YnTZTaSh,4y5leWM7OukafuPcBHrvtx,50,"Abraham Mateo (born in San Fernando (Cadiz), Spain on August 25, 1998) is a Spanish teen actor and pop singer. Abraham was discovered in 2009, when he was ten, by producers of the record label EMI Music Spain, who happened across Abraham's videos in Youtube and his multiple performances in the television show Menuda Noche on the Canal Sur TV of Andalucia, Spain. His self-titled debut album, Abraham Mateo, was released in Spain in December 2009. The album was produced by the spanish composer and producer Jacobo Calderon <a href=""https://www.last.fm/music/Abraham+Mateo"">Read more on Last.fm</a>",2513893,159577
Manuel Turizo,Latin (Origen: latin pop),Canción,Sigueme Besando Asi,2024,5Pe01pJteufOjmf7KZeFJB,5MPSuZogYylwnlEZLNN12f,62,"Manuel Turizo Zapata (born April 12, 2000), better known as Manuel Turizo, is a Colombian reggaeton singer and songwriter. Born and raised in Montería, Córdoba, he began making music at the age of thirteen with the influence of his older brother, Julián Turizo. When he was sixteen he independently recorded and  three singles: ""Baila Conmigo"", ""Vámonos"" and ""Una Lady Como Tú"", the latter gained wide popularity in 2017, and shortly after he signed under the label La Industria Inc. <a href=""https://www.last.fm/music/Manuel+Turizo"">Read more on Last.fm</a>",9095984,488526
C Marí,Latin (Origen: latin pop),Canción,Contacto,2024,7omr30ct5eLmTVhYwLtuM8,4PHBAC9jNy6iySQlT5Aqfp,52," <a href=""https://www.last.fm/music/C+Mar%C3%AD"">Read more on Last.fm</a>",838110,13937
